record_id,building_id,date,electricity_kwh,natural_gas_kwh,renewable_kwh,peak_demand_kw,occupancy_rate,operating_hours,is_statistical_outlier
17845,B010,2023-11-02,2869.15,884.54,71.27,429.37,0.739,9.0,False
17846,B010,2023-11-03,2817.55,794.12,112.73,381.43,0.805,9.0,False
17847,B010,2023-11-04,1569.35,401.28,32.12,628.89,0.069,0.0,False
17848,B010,2023-11-05,1407.27,365.15,85.26,547.87,0.025,0.0,False
17849,B010,2023-11-06,2712.28,779.41,52.94,395.47,0.758,9.0,False
17850,B010,2023-11-07,2636.68,696.18,43.86,389.77,0.829,9.0,False
17851,B010,2023-11-08,3181.77,1044.33,123.35,417.62,0.775,9.0,False
17852,B010,2023-11-09,2658.09,879.18,91.26,364.09,0.783,9.0,False
17853,B010,2023-11-10,2634.89,814.48,39.23,389.49,0.698,9.0,False
17854,B010,2023-11-11,1628.09,408.96,27.62,658.96,0.07,0.0,False
17855,B010,2023-11-12,1749.33,527.92,0.0,741.95,0.052,0.0,False
17856,B010,2023-11-13,2804.31,903.97,66.02,363.39,0.834,9.0,False
17857,B010,2023-11-14,2474.42,645.8,26.95,336.35,0.754,9.0,False
17858,B010,2023-11-15,2787.9,922.12,41.14,371.68,0.744,9.0,False
17859,B010,2023-11-16,2609.79,638.08,8.94,404.25,0.825,9.0,False
17860,B010,2023-11-17,3125.07,1084.5,73.4,464.02,0.81,9.0,False
17861,B010,2023-11-18,2043.5,759.69,8.92,880.6,0.117,0.0,False
17862,B010,2023-11-19,1787.51,611.06,31.59,704.91,0.052,0.0,False
17863,B010,2023-11-20,3088.94,1080.02,32.66,443.27,0.756,9.0,False
17864,B010,2023-11-21,3023.16,1134.79,70.2,444.65,0.752,9.0,False
17865,B010,2023-11-22,2634.21,665.63,47.28,344.7,0.814,9.0,False
17866,B010,2023-11-23,2828.64,957.26,29.24,411.31,0.834,9.0,False
17867,B010,2023-11-24,3211.09,1081.2,22.86,478.1,0.856,9.0,False
17868,B010,2023-11-25,1909.1,720.07,0.0,817.23,0.039,0.0,False
17869,B010,2023-11-26,1955.16,755.28,0.0,830.97,0.0,0.0,False
17870,B010,2023-11-27,2783.46,908.91,0.0,380.67,0.778,9.0,False
17871,B010,2023-11-28,2977.42,1315.11,26.21,411.75,0.739,9.0,False
17872,B010,2023-11-29,2964.46,1251.3,37.05,443.31,0.861,9.0,False
17873,B010,2023-11-30,3101.3,537.83,44.63,419.81,0.803,9.0,False
17874,B010,2023-12-01,2505.64,822.41,10.83,374.78,0.645,9.0,False
17875,B010,2023-12-02,1839.41,736.16,8.95,749.02,0.049,0.0,False
17876,B010,2023-12-03,1956.05,727.18,0.0,879.1,0.018,0.0,False
17877,B010,2023-12-04,3136.78,1226.19,0.83,463.83,0.774,9.0,False
17878,B010,2023-12-05,2803.66,963.27,24.75,431.96,0.813,9.0,False
17879,B010,2023-12-06,2756.13,1292.68,0.0,378.26,0.812,9.0,False
17880,B010,2023-12-07,2858.16,1062.55,11.47,370.43,0.835,9.0,False
17881,B010,2023-12-08,3585.36,1485.81,9.97,487.12,0.821,9.0,False
17882,B010,2023-12-09,1897.55,703.72,2.11,761.36,0.036,0.0,False
17883,B010,2023-12-10,1868.0,838.14,0.43,750.87,0.0,0.0,False
17884,B010,2023-12-11,3373.46,1397.99,31.25,496.97,0.848,9.0,False
17885,B010,2023-12-12,2885.18,1220.62,15.63,369.93,0.699,9.0,False
17886,B010,2023-12-13,3092.12,1443.9,10.45,429.82,0.814,9.0,False
17887,B010,2023-12-14,3252.03,1569.27,18.87,431.42,0.743,9.0,False
17888,B010,2023-12-15,3239.92,1469.99,0.0,500.03,0.788,9.0,False
17889,B010,2023-12-16,1833.4,779.2,27.38,704.93,0.048,0.0,False
17890,B010,2023-12-17,1941.54,908.62,27.2,888.2,0.002,0.0,False
17891,B010,2023-12-18,3009.99,1356.57,0.0,440.57,0.789,9.0,False
17892,B010,2023-12-19,3513.3,1855.09,2.32,516.51,0.841,9.0,False
17893,B010,2023-12-20,3117.94,1427.28,0.0,404.9,0.736,9.0,False
17894,B010,2023-12-21,3364.46,1343.35,17.06,492.53,0.838,9.0,False
17895,B010,2023-12-22,2904.24,1206.32,9.86,404.44,0.79,9.0,False
17896,B010,2023-12-23,2136.8,967.34,0.0,928.27,0.088,0.0,False
17897,B010,2023-12-24,1868.48,823.44,0.0,752.85,0.0,0.0,False
17898,B010,2023-12-25,3506.23,1725.29,35.55,472.82,0.827,9.0,False
17899,B010,2023-12-26,2694.16,1038.28,0.0,358.85,0.822,9.0,False
17900,B010,2023-12-27,3095.39,1142.4,26.27,442.14,0.709,9.0,False
17901,B010,2023-12-28,3437.93,1556.36,43.12,466.05,0.815,9.0,False
17902,B010,2023-12-29,2747.65,1072.92,3.1,401.98,0.832,9.0,False
17903,B010,2023-12-30,2202.17,1093.01,35.94,934.08,0.0,0.0,False
17904,B010,2023-12-31,2119.97,1114.66,0.0,977.68,0.087,0.0,False
17905,B010,2024-01-01,3502.04,1756.98,12.28,533.89,0.737,9.0,False
17906,B010,2024-01-02,3331.56,1597.17,18.62,515.5,0.741,9.0,False
17907,B010,2024-01-03,2947.61,1093.15,0.0,426.96,0.77,9.0,False
17908,B010,2024-01-04,3547.72,1723.16,0.65,498.75,0.758,9.0,False
17909,B010,2024-01-05,3455.17,1778.53,25.7,511.51,0.816,9.0,False
17910,B010,2024-01-06,2090.88,1083.16,12.62,885.04,0.057,0.0,False
17911,B010,2024-01-07,2013.93,853.98,20.96,897.15,0.0,0.0,False
17912,B010,2024-01-08,3079.43,1329.79,85.48,424.72,0.774,9.0,False
17913,B010,2024-01-09,3088.34,1549.43,12.4,472.88,0.783,9.0,False
17914,B010,2024-01-10,3554.04,2035.79,0.0,455.93,0.821,9.0,False
17915,B010,2024-01-11,3346.62,1789.58,2.88,487.3,0.739,9.0,False
17916,B010,2024-01-12,3032.46,1222.17,19.94,434.99,0.734,9.0,False
17917,B010,2024-01-13,1979.83,890.3,0.0,922.24,0.019,0.0,False
17918,B010,2024-01-14,1980.77,947.52,22.57,817.91,0.032,0.0,False
17919,B010,2024-01-15,3018.09,1202.23,63.76,392.58,0.842,9.0,False
17920,B010,2024-01-16,3493.01,1381.64,75.18,454.13,0.923,9.0,False
17921,B010,2024-01-17,3282.53,1587.44,35.16,485.54,0.768,9.0,False
17922,B010,2024-01-18,3255.68,1574.45,50.77,418.72,0.761,9.0,False
17923,B010,2024-01-19,3103.69,1584.04,61.13,458.88,0.823,9.0,False
17924,B010,2024-01-20,2153.27,1068.74,96.78,934.14,0.0115,0.0,False
17925,B010,2024-01-21,2099.55,1168.25,30.43,857.71,0.071,0.0,False
17926,B010,2024-01-22,3283.97,1827.3,25.37,437.03,0.78,9.0,False
17927,B010,2024-01-23,3483.62,1979.03,45.02,513.91,0.758,9.0,False
17928,B010,2024-01-24,3114.08,1344.75,30.61,481.94,0.839,9.0,False
17929,B010,2024-01-25,3427.92,1911.37,67.84,525.42,0.804,9.0,False
17930,B010,2024-01-26,3197.62,1258.86,76.48,481.38,0.853,9.0,False
17931,B010,2024-01-27,2091.89,1076.79,40.61,817.95,0.022,0.0,False
17932,B010,2024-01-28,1941.58,778.86,19.46,802.04,0.018,0.0,False
17933,B010,2024-01-29,3249.67,1609.44,52.16,499.21,0.718,9.0,False
17934,B010,2024-01-30,3542.13,1962.76,100.48,532.53,0.762,9.0,False
17935,B010,2024-01-31,3274.51,1366.4,61.81,448.02,0.842,9.0,False
17936,B010,2024-02-01,3609.82,1485.61,150.15,512.08,0.906,9.0,False
17937,B010,2024-02-02,3432.25,1770.5,61.39,463.77,0.873,9.0,False
17938,B010,2024-02-03,2176.98,1059.67,31.08,955.14,0.107,0.0,False
17939,B010,2024-02-04,2326.42,1194.96,39.69,1024.87,0.012,0.0,False
17940,B010,2024-02-05,3178.89,1507.42,120.47,490.25,0.823,9.0,False
17941,B010,2024-02-06,3175.05,1466.36,86.24,406.75,0.817,9.0,False
17942,B010,2024-02-07,3193.42,1537.64,88.03,431.17,0.775,9.0,False
17943,B010,2024-02-08,3755.91,2072.56,164.61,528.51,0.802,9.0,False
17944,B010,2024-02-09,3440.56,1682.02,48.69,502.6,0.813,9.0,False
17945,B010,2024-02-10,2023.11,865.73,76.59,911.21,0.0,0.0,False
17946,B010,2024-02-11,2011.55,939.31,64.36,787.22,0.041,0.0,False
17947,B010,2024-02-12,3149.87,1480.6,177.43,448.29,0.825,9.0,False
17948,B010,2024-02-13,3070.87,1524.17,103.71,461.02,0.759,9.0,False
17949,B010,2024-02-14,3164.98,1514.0,104.2,415.55,0.757,9.0,False
17950,B010,2024-02-15,3265.2,1264.34,148.67,456.43,0.798,9.0,False
17951,B010,2024-02-16,3316.3,1653.09,146.33,450.77,0.809,9.0,False
17952,B010,2024-02-17,1944.61,800.3,98.06,789.49,0.0,0.0,False
17953,B010,2024-02-18,1835.35,805.2,71.39,746.26,0.09,0.0,False
17954,B010,2024-02-19,3323.47,1418.95,136.44,433.51,0.938,9.0,False
17955,B010,2024-02-20,3418.84,1599.98,137.32,448.36,0.975,9.0,False
17956,B010,2024-02-21,3243.52,1452.05,163.46,497.97,0.78,9.0,False
17957,B010,2024-02-22,3469.71,1491.53,176.91,518.55,0.776,9.0,False
17958,B010,2024-02-23,3361.12,1511.44,180.68,445.3,0.76,9.0,False
17959,B010,2024-02-24,1941.07,795.15,163.06,831.02,0.065,0.0,False
17960,B010,2024-02-25,1734.47,695.78,132.21,775.17,0.0,0.0,False
17961,B010,2024-02-26,3008.32,989.94,165.44,409.94,0.83,9.0,False
17962,B010,2024-02-27,3191.09,1283.1,169.78,414.05,0.829,9.0,False
17963,B010,2024-02-28,3468.32,1725.15,232.87,489.14,0.859,9.0,False
17964,B010,2024-02-29,2964.83,1067.83,195.89,450.59,0.846,9.0,False
17965,B010,2024-03-01,3314.65,1370.46,210.71,450.02,0.818,9.0,False
17966,B010,2024-03-02,1711.8,548.94,124.38,736.63,0.005,0.0,False
17967,B010,2024-03-03,1717.78,581.33,85.47,680.56,0.064,0.0,False
17968,B010,2024-03-04,3532.26,1467.18,252.26,466.63,0.876,9.0,False
17969,B010,2024-03-05,3070.31,1108.54,192.46,456.35,0.812,9.0,False
17970,B010,2024-03-06,3398.89,1402.04,229.85,457.33,0.816,9.0,False
17971,B010,2024-03-07,3108.03,1192.08,236.41,426.49,0.732,9.0,False
17972,B010,2024-03-08,3057.08,1079.55,241.93,467.2,0.764,9.0,False
17973,B010,2024-03-09,1994.86,663.2,93.71,871.98,0.0,0.0,False
17974,B010,2024-03-10,1848.56,624.01,178.11,783.73,0.0,0.0,False
17975,B010,2024-03-11,2892.7,1057.26,244.24,410.85,0.885,9.0,False
17976,B010,2024-03-12,2480.31,675.87,172.5,332.8,0.78,9.0,False
17977,B010,2024-03-13,3010.22,1132.66,228.57,423.82,0.812,9.0,False
17978,B010,2024-03-14,2892.99,1226.73,239.57,427.84,0.797,9.0,False
17979,B010,2024-03-15,2955.81,1216.45,234.33,424.46,0.831,9.0,False
17980,B010,2024-03-16,1797.94,529.56,118.71,795.89,0.0,0.0,False
17981,B010,2024-03-17,1878.14,655.04,138.91,835.97,0.0,0.0,False
17982,B010,2024-03-18,3137.99,1053.91,290.04,428.3,0.853,9.0,False
17983,B010,2024-03-19,2900.15,1041.98,230.72,422.96,0.818,9.0,False
17984,B010,2024-03-20,2875.82,1010.52,257.9,411.4,0.849,9.0,False
17985,B010,2024-03-21,3027.81,1093.2,288.99,416.18,0.856,9.0,False
17986,B010,2024-03-22,2922.97,901.13,279.37,403.1,0.761,9.0,False
17987,B010,2024-03-23,1770.2,576.55,159.21,822.75,0.034,0.0,False
17988,B010,2024-03-24,1762.37,531.85,154.82,796.45,0.0,0.0,False
17989,B010,2024-03-25,2893.24,873.13,255.65,423.96,0.688,9.0,False
17990,B010,2024-03-26,2789.34,910.83,286.08,408.71,0.773,9.0,False
17991,B010,2024-03-27,2745.52,993.71,254.87,423.35,0.764,9.0,False
17992,B010,2024-03-28,3388.4,1223.39,398.59,444.99,0.838,9.0,False
17993,B010,2024-03-29,2329.83,458.52,236.33,311.25,0.789,9.0,False
17994,B010,2024-03-30,1505.43,365.84,165.36,680.6,0.053,0.0,False
17995,B010,2024-03-31,1520.11,370.53,146.35,683.83,0.052,0.0,False
17996,B010,2024-04-01,2914.36,905.65,332.63,444.15,0.741,9.0,False
17997,B010,2024-04-02,2602.82,733.6,238.83,394.76,0.747,9.0,False
17998,B010,2024-04-03,2660.48,818.03,307.22,350.89,0.822,9.0,False
17999,B010,2024-04-04,2579.84,829.45,285.65,341.32,0.736,9.0,False
18000,B010,2024-04-05,2809.12,816.17,390.38,379.51,0.762,9.0,False
18001,B010,2024-04-06,1603.72,355.97,184.79,657.69,0.075,0.0,False
18002,B010,2024-04-07,1665.17,390.01,175.88,659.78,0.013,0.0,False
18003,B010,2024-04-08,2217.71,647.88,287.58,307.45,0.701,9.0,False
18004,B010,2024-04-09,2553.1,676.07,312.05,377.92,0.729,9.0,False
18005,B010,2024-04-10,2383.39,537.56,255.1,346.65,0.861,9.0,False
18006,B010,2024-04-11,2444.79,649.26,343.49,366.83,0.833,9.0,False
18007,B010,2024-04-12,2453.49,589.01,274.89,317.55,0.773,9.0,False
18008,B010,2024-04-13,1542.64,347.93,184.65,592.43,0.031,0.0,False
18009,B010,2024-04-14,1634.25,362.75,216.58,751.27,0.066,0.0,False
18010,B010,2024-04-15,2616.41,582.62,340.25,359.31,0.754,9.0,False
18011,B010,2024-04-16,2423.81,601.6,337.75,322.15,0.824,9.0,False
18012,B010,2024-04-17,2498.42,601.63,296.2,333.75,0.757,9.0,False
18013,B010,2024-04-18,2539.05,651.14,333.33,353.82,0.822,9.0,False
18014,B010,2024-04-19,2497.98,667.21,315.21,366.98,0.854,9.0,False
18015,B010,2024-04-20,1642.74,354.14,239.05,685.15,0.08,0.0,False
18016,B010,2024-04-21,1415.85,259.48,217.95,618.87,0.01,0.0,False
18017,B010,2024-04-22,2657.15,661.5,359.89,343.36,0.837,9.0,False
18018,B010,2024-04-23,2342.1,449.76,324.21,342.59,0.824,9.0,False
18019,B010,2024-04-24,2048.54,355.05,276.17,281.03,0.772,9.0,False
18020,B010,2024-04-25,2542.59,642.48,335.12,351.38,0.735,9.0,False
18021,B010,2024-04-26,2377.9,471.24,356.89,345.47,0.865,9.0,False
18022,B010,2024-04-27,1137.26,157.19,140.7,481.99,0.019,0.0,False
18023,B010,2024-04-28,1322.12,219.64,192.65,591.57,0.009,0.0,False
18024,B010,2024-04-29,2442.49,580.99,374.91,343.77,0.826,9.0,False
18025,B010,2024-04-30,2249.78,352.0,296.52,336.99,0.906,9.0,False
18026,B010,2024-05-01,2309.19,449.73,349.38,319.01,0.697,9.0,False
18027,B010,2024-05-02,2122.08,315.85,293.28,326.83,0.895,9.0,False
18028,B010,2024-05-03,2219.22,412.67,346.34,290.12,0.794,9.0,False
18029,B010,2024-05-04,1253.76,205.03,193.46,489.21,0.025,0.0,False
18030,B010,2024-05-05,1258.59,219.8,176.18,581.6,0.0,0.0,False
18031,B010,2024-05-06,1965.4,305.0,312.18,296.73,0.721,9.0,False
18032,B010,2024-05-07,2006.64,338.58,326.32,299.13,0.823,9.0,False
18033,B010,2024-05-08,1874.2,292.04,264.35,272.24,0.783,9.0,False
18034,B010,2024-05-09,2017.05,362.94,321.99,277.81,0.77,9.0,False
18035,B010,2024-05-10,1887.63,257.4,283.28,250.36,0.756,9.0,False
18036,B010,2024-05-11,1077.29,146.9,190.88,474.73,0.0,0.0,False
18037,B010,2024-05-12,1242.76,227.76,143.68,578.83,0.013,0.0,False
18038,B010,2024-05-13,2221.54,302.94,370.93,309.02,0.807,9.0,False
18039,B010,2024-05-14,1895.59,258.49,276.48,286.86,0.835,9.0,False
18040,B010,2024-05-15,2033.15,277.25,321.76,309.5,0.811,9.0,False
18041,B010,2024-05-16,2386.25,325.4,427.37,332.9,0.802,9.0,False
18042,B010,2024-05-17,2284.22,311.48,340.99,319.73,0.745,9.0,False
18043,B010,2024-05-18,1688.92,230.31,286.74,683.51,0.066,0.0,False
18044,B010,2024-05-19,1158.81,158.02,167.9,447.97,0.002,0.0,False
18045,B010,2024-05-20,2810.35,383.23,505.8,413.8,0.81,9.0,False
18046,B010,2024-05-21,2249.04,306.69,388.95,343.0,0.764,9.0,False
18047,B010,2024-05-22,2600.02,354.55,506.69,338.46,0.844,9.0,False
18048,B010,2024-05-23,2630.84,358.75,451.59,353.36,0.861,9.0,False
18049,B010,2024-05-24,2879.41,392.65,514.38,440.81,0.771,9.0,False
18050,B010,2024-05-25,1962.96,267.68,333.53,835.59,0.1,0.0,False
18051,B010,2024-05-26,1437.83,196.07,294.9,555.94,0.07,0.0,False
18052,B010,2024-05-27,2484.23,338.76,431.88,346.76,0.903,9.0,False
18053,B010,2024-05-28,2595.38,353.91,483.34,386.09,0.868,9.0,False
18054,B010,2024-05-29,2274.09,310.1,351.74,312.26,0.802,9.0,False
18055,B010,2024-05-30,2072.85,282.66,363.97,302.27,0.739,9.0,False
18056,B010,2024-05-31,1762.81,252.42,297.29,246.12,0.823,9.0,False
18057,B010,2024-06-01,1277.03,174.14,242.74,504.33,0.0,0.0,False
18058,B010,2024-06-02,2324.22,316.94,439.93,972.83,0.053,0.0,False
18059,B010,2024-06-03,1329.06,181.24,282.14,171.89,0.077,9.0,False
18060,B010,2024-06-04,2219.46,302.65,363.31,289.04,0.038,9.0,False
18061,B010,2024-06-05,1894.43,258.33,365.5,275.27,0.054,9.0,False
18062,B010,2024-06-06,1898.24,258.85,329.7,286.01,0.132,9.0,False
18063,B010,2024-06-07,1507.14,205.52,301.0,193.71,0.086,9.0,False
18064,B010,2024-06-08,1724.06,235.1,308.82,719.71,0.001,0.0,False
18065,B010,2024-06-09,2282.69,311.28,447.13,944.07,0.0,0.0,False
18066,B010,2024-06-10,2566.1,349.92,442.83,350.45,0.074,9.0,False
18067,B010,2024-06-11,1846.21,251.76,354.84,245.17,0.106,9.0,False
18068,B010,2024-06-12,1721.82,234.79,278.22,262.78,0.091,9.0,False
18069,B010,2024-06-13,1601.56,218.39,255.99,227.65,0.014,9.0,False
18070,B010,2024-06-14,1729.05,235.78,281.14,252.09,0.091,9.0,False
18071,B010,2024-06-15,2381.34,324.73,423.95,921.07,0.0,0.0,False
18072,B010,2024-06-16,2333.71,318.23,414.5,1031.23,0.018,0.0,False
18073,B010,2024-06-17,1946.92,265.49,362.34,253.01,0.0,9.0,False
18074,B010,2024-06-18,1949.17,265.8,358.17,288.95,0.049,9.0,False
18075,B010,2024-06-19,2242.56,305.8,399.49,327.06,0.035,9.0,False
18076,B010,2024-06-20,1862.75,254.01,344.16,243.24,0.008,9.0,False
18077,B010,2024-06-21,2137.17,291.43,378.29,281.88,0.048,9.0,False
18078,B010,2024-06-22,2108.16,287.48,394.36,904.53,0.05,0.0,False
18079,B010,2024-06-23,1740.7,237.37,289.82,754.9,0.0,0.0,False
18080,B010,2024-06-24,1865.36,254.37,347.98,250.9,0.0,9.0,False
18081,B010,2024-06-25,2180.69,297.37,351.05,293.89,0.143,9.0,False
18082,B010,2024-06-26,2353.5,320.93,461.79,365.34,0.047,9.0,False
18083,B010,2024-06-27,2664.5,363.34,451.22,387.22,0.129,9.0,False
18084,B010,2024-06-28,2195.9,299.44,364.69,303.26,0.016,9.0,False
18085,B010,2024-06-29,2030.64,276.91,399.57,791.32,0.056,0.0,False
18086,B010,2024-06-30,1967.1,268.24,337.88,850.6,0.046,0.0,False
18087,B010,2024-07-01,2326.07,317.19,448.34,339.33,0.108,9.0,False
18088,B010,2024-07-02,1921.37,262.0,343.28,281.97,0.095,9.0,False
18089,B010,2024-07-03,2410.04,328.64,387.32,321.99,0.118,9.0,False
18090,B010,2024-07-04,2239.78,305.42,391.02,308.95,0.06,9.0,False
18091,B010,2024-07-05,2363.52,322.3,359.54,332.09,0.055,9.0,False
18092,B010,2024-07-06,2396.52,326.8,433.97,961.52,0.041,0.0,False
18093,B010,2024-07-07,1878.14,332.79,451.04,1073.55,0.089,0.0,False
18094,B010,2024-07-08,2318.44,316.15,421.14,318.8,0.213,9.0,False
18095,B010,2024-07-09,2031.14,276.97,336.94,276.58,0.075,9.0,False
18096,B010,2024-07-10,2367.41,322.83,417.68,340.38,0.029,9.0,False
18097,B010,2024-07-11,1897.34,258.73,296.13,252.12,0.061,9.0,False
18098,B010,2024-07-12,2747.65,374.68,489.13,408.66,0.03,9.0,False
18099,B010,2024-07-13,2182.89,297.67,391.95,985.64,0.002,0.0,False
18100,B010,2024-07-14,1988.51,271.16,326.2,899.99,0.003,0.0,False
18101,B010,2024-07-15,2535.93,345.81,415.39,340.71,0.081,9.0,False
18102,B010,2024-07-16,1944.01,265.09,306.4,260.07,0.086,9.0,False
18103,B010,2024-07-17,2118.5,288.89,398.45,274.79,0.082,9.0,False
18104,B010,2024-07-18,1917.84,261.52,305.97,247.91,0.0,9.0,False
18105,B010,2024-07-19,2035.6,277.58,372.84,286.95,0.029,9.0,False
18106,B010,2024-07-20,2603.27,354.99,432.61,1196.43,0.0,0.0,False
18107,B010,2024-07-21,2107.43,287.38,316.2,914.36,0.036,0.0,False
18108,B010,2024-07-22,2428.64,331.18,385.97,355.11,0.0,9.0,False
18109,B010,2024-07-23,1868.02,254.73,303.84,240.3,0.13,9.0,False
18110,B010,2024-07-24,2143.74,292.33,336.87,293.79,0.098,9.0,False
18111,B010,2024-07-25,2660.18,362.75,452.72,400.28,0.773,9.0,False
18112,B010,2024-07-26,1959.45,267.2,306.44,277.95,0.011,9.0,False
18113,B010,2024-07-27,1947.25,265.53,316.92,812.74,0.001,0.0,False
18114,B010,2024-07-28,1910.98,260.59,299.52,785.66,0.0,0.0,False
18115,B010,2024-07-29,1515.49,206.66,233.96,197.17,0.109,9.0,False
18116,B010,2024-07-30,1983.57,270.49,300.66,258.07,0.067,9.0,False
18117,B010,2024-07-31,2565.55,349.85,396.0,355.23,0.145,9.0,False
18118,B010,2024-08-01,2344.23,319.67,399.74,322.4,0.141,9.0,False
18119,B010,2024-08-02,2214.58,301.99,341.41,305.97,0.079,9.0,False
18120,B010,2024-08-03,1589.42,216.74,258.07,721.57,0.045,0.0,False
18121,B010,2024-08-04,2110.65,287.82,340.4,979.48,0.086,0.0,False
18122,B010,2024-08-05,2244.33,306.05,316.84,301.98,0.0,9.0,False
18123,B010,2024-08-06,2178.45,297.06,301.19,300.39,0.053,9.0,False
18124,B010,2024-08-07,2020.68,275.55,266.28,271.65,0.06,9.0,False
18125,B010,2024-08-08,2207.28,300.99,308.54,307.89,0.773,9.0,False
18126,B010,2024-08-09,2347.52,320.12,362.92,327.82,0.079,9.0,False
18127,B010,2024-08-10,1937.88,264.26,239.43,897.57,0.013,0.0,False
18128,B010,2024-08-11,1684.37,229.69,254.8,662.84,0.0,0.0,False
18129,B010,2024-08-12,1946.54,265.44,258.06,263.02,0.03,9.0,False
18130,B010,2024-08-13,2324.28,316.95,345.64,308.63,0.098,9.0,False
18131,B010,2024-08-14,2375.95,323.99,321.85,364.04,0.065,9.0,False
18132,B010,2024-08-15,2120.79,289.2,309.43,315.92,0.047,9.0,False
18133,B010,2024-08-16,1604.52,218.8,239.05,229.96,0.054,9.0,False
18134,B010,2024-08-17,2295.21,312.98,296.15,888.1,0.049,0.0,False
18135,B010,2024-08-18,1799.71,245.42,235.56,827.76,0.027,0.0,False
18136,B010,2024-08-19,2041.82,278.43,260.75,294.6,0.035,9.0,False
18137,B010,2024-08-20,2141.01,291.96,281.68,331.9,0.164,9.0,False
18138,B010,2024-08-21,1901.05,259.23,247.63,279.45,0.067,9.0,False
18139,B010,2024-08-22,1091.5,148.84,155.09,167.43,0.031,9.0,False
18140,B010,2024-08-23,2291.81,312.52,353.64,305.72,0.028,9.0,False
18141,B010,2024-08-24,1793.43,244.56,261.77,828.81,0.03,0.0,False
18142,B010,2024-08-25,1878.14,205.79,155.59,627.86,0.052,0.0,False
18143,B010,2024-08-26,2142.18,292.12,241.25,286.26,0.132,9.0,False
18144,B010,2024-08-27,1880.88,256.48,245.51,262.08,0.108,9.0,False
18145,B010,2024-08-28,1945.01,265.23,216.53,287.17,0.086,9.0,False
18146,B010,2024-08-29,1522.59,207.63,167.16,215.49,0.014,9.0,False
18147,B010,2024-08-30,2183.25,297.72,232.86,281.15,0.114,9.0,False
18148,B010,2024-08-31,1693.14,230.88,195.52,669.56,0.018,0.0,False
18149,B010,2024-09-01,1450.06,197.73,135.77,627.97,0.062,0.0,False
18150,B010,2024-09-02,2973.5,405.48,370.41,415.42,0.814,9.0,False
18151,B010,2024-09-03,2640.04,360.01,319.69,355.9,0.794,9.0,False
18152,B010,2024-09-04,2866.16,390.84,281.39,369.36,0.798,9.0,False
18153,B010,2024-09-05,3247.69,442.87,375.32,423.9,0.817,9.0,False
18154,B010,2024-09-06,2280.92,311.03,262.73,326.24,0.796,9.0,False
18155,B010,2024-09-07,1485.18,202.52,170.21,633.07,0.0,0.0,False
18156,B010,2024-09-08,1885.53,257.12,203.81,789.61,0.121,0.0,False
18157,B010,2024-09-09,1994.88,272.03,209.72,272.05,0.758,9.0,False
18158,B010,2024-09-10,2603.5,355.02,278.52,341.33,0.71,9.0,False
18159,B010,2024-09-11,2326.45,317.24,209.38,343.76,0.777,9.0,False
18160,B010,2024-09-12,2846.25,388.13,272.04,409.08,0.745,9.0,False
18161,B010,2024-09-13,2811.26,383.35,313.65,359.39,0.947,9.0,False
18162,B010,2024-09-14,1572.12,214.38,153.42,724.73,0.012,0.0,False
18163,B010,2024-09-15,1275.42,192.25,128.66,490.23,0.068,0.0,False
18164,B010,2024-09-16,2332.91,318.12,260.46,357.4,0.807,9.0,False
18165,B010,2024-09-17,1666.94,240.78,173.52,247.76,0.691,9.0,False
18166,B010,2024-09-18,2155.07,293.87,249.46,314.61,0.852,9.0,False
18167,B010,2024-09-19,2172.04,398.07,188.63,319.62,0.741,9.0,False
18168,B010,2024-09-20,2195.23,358.99,184.69,315.49,0.824,9.0,False
18169,B010,2024-09-21,1631.01,222.41,135.8,758.3,0.0,0.0,False
18170,B010,2024-09-22,1157.97,157.91,109.32,455.34,0.03,0.0,False
18171,B010,2024-09-23,2015.33,279.8,191.51,294.15,0.793,9.0,False
18172,B010,2024-09-24,2023.48,317.89,177.36,275.44,0.789,9.0,False
18173,B010,2024-09-25,1885.39,311.99,170.51,290.23,0.799,9.0,False
18174,B010,2024-09-26,1825.32,248.91,120.98,250.58,0.77,9.0,False
18175,B010,2024-09-27,1678.79,253.05,125.4,219.67,0.683,9.0,False
18176,B010,2024-09-28,1543.03,210.41,141.15,680.59,0.058,0.0,False
18177,B010,2024-09-29,1246.16,190.21,88.79,576.02,0.077,0.0,False
18178,B010,2024-09-30,1914.38,284.94,106.19,271.71,0.815,9.0,False
18179,B010,2024-10-01,2473.92,481.81,206.26,326.79,0.726,9.0,False
18180,B010,2024-10-02,2136.05,357.63,126.36,285.65,0.779,9.0,False
18181,B010,2024-10-03,2137.79,331.75,141.93,331.49,0.811,9.0,False
18182,B010,2024-10-04,2052.21,358.39,137.64,291.28,0.749,9.0,False
18183,B010,2024-10-05,1373.21,248.92,44.54,544.46,0.05,0.0,False
18184,B010,2024-10-06,1293.07,207.29,56.71,602.98,0.066,0.0,False
18185,B010,2024-10-07,2033.91,277.35,114.29,287.97,0.764,9.0,False
18186,B010,2024-10-08,2310.29,398.9,163.14,326.85,0.86,9.0,False
18187,B010,2024-10-09,1932.72,284.02,120.15,267.35,0.772,9.0,False
18188,B010,2024-10-10,1959.37,324.23,178.72,277.73,0.791,9.0,False
18189,B010,2024-10-11,2172.42,338.51,170.43,332.22,0.799,9.0,False
