building_id,date,predicted_electricity_kwh
B009,2025-02-06,2036.59793554534
B009,2025-02-07,1998.034823075998
B009,2025-02-08,1247.655967738497
B009,2025-02-09,1254.2302734616005
B009,2025-02-10,1979.71149883718
B009,2025-02-11,1948.7466926241427
B009,2025-02-12,1975.5135164271508
B009,2025-02-13,1955.1154040593785
B009,2025-02-14,1969.8252092075202
B009,2025-02-15,1257.0154789143435
B009,2025-02-16,1252.8931283249433
B009,2025-02-17,1916.4855963345797
B009,2025-02-18,1952.1244835120751
B009,2025-02-19,1974.225063811499
B009,2025-02-20,1972.2570692700008
B009,2025-02-21,1937.5903107052416
B009,2025-02-22,1245.4710432210966
B009,2025-02-23,1220.669075942783
B009,2025-02-24,1996.0427119463407
B009,2025-02-25,1965.8311787164398
B009,2025-02-26,1974.0885759555924
B009,2025-02-27,2006.10163963373
B009,2025-02-28,1946.1914723949146
B009,2025-03-01,1226.2330307566351
B009,2025-03-02,1243.1185536234116
B009,2025-03-03,1958.9931085487383
B009,2025-03-04,1937.777740228404
B009,2025-03-05,1919.5992884776629
B009,2025-03-06,1949.640777676641
B009,2025-03-07,1937.4173770526777
B009,2025-03-08,1220.433207679962
B009,2025-03-09,1219.2355972421801
B009,2025-03-10,1895.0502865685612
B009,2025-03-11,1935.386520997409
B009,2025-03-12,1900.9563278535811
B009,2025-03-13,1893.0654289762701
B009,2025-03-14,1896.2171084648778
B009,2025-03-15,1214.581638052817
B009,2025-03-16,1182.7636979477686
B009,2025-03-17,1896.3153951967872
B009,2025-03-18,1898.7037462692
B009,2025-03-19,1904.840687329111
B009,2025-03-20,1886.0712520438794
B009,2025-03-21,1886.392428505143
B009,2025-03-22,1185.5554835236758
B009,2025-03-23,1172.2628864354458
B009,2025-03-24,1891.592205064976
B009,2025-03-25,1891.5385355408362
B009,2025-03-26,1826.7093659485445
B009,2025-03-27,1891.4171518993003
B009,2025-03-28,1887.80179059783
B009,2025-03-29,1172.5091611446865
B009,2025-03-30,1175.384906870243
B009,2025-03-31,1891.1043711998634
B010,2025-01-01,3323.2744621615566
B010,2025-01-02,3142.046438503405
B010,2025-01-03,3269.07815530544
B010,2025-01-04,2007.0956133774566
B010,2025-01-05,2060.685235270427
B010,2025-01-06,3379.322913636622
B010,2025-01-07,3365.8907189865095
B010,2025-01-08,3343.928668200697
B010,2025-01-09,3302.3153419328646
B010,2025-01-10,3365.408435008725
B010,2025-01-11,2053.0371800283556
B010,2025-01-12,2079.2821819452183
B010,2025-01-13,3381.5391794738985
B010,2025-01-14,3351.6348970170593
B010,2025-01-15,3339.738641408844
B010,2025-01-16,3286.782172058795
B010,2025-01-17,3361.2896288091515
B010,2025-01-18,2102.3529301785616
B010,2025-01-19,2099.676700816688
B010,2025-01-20,3334.949844666836
B010,2025-01-21,3371.516711892359
B010,2025-01-22,3365.2303827618202
B010,2025-01-23,3316.2437398157995
B010,2025-01-24,3338.084152239073
B010,2025-01-25,2120.974530452868
B010,2025-01-26,2092.9848369553615
B010,2025-01-27,3346.9774551161304
B010,2025-01-28,3370.201695148761
B010,2025-01-29,3371.8683257035877
B010,2025-01-30,3328.4252613865438
B010,2025-01-31,3289.419538765587
B010,2025-02-01,2096.023053171283
B010,2025-02-02,2171.0738261599918
B010,2025-02-03,3442.7491929385865
B010,2025-02-04,3380.6792755983083
B010,2025-02-05,3393.6167631617254
B010,2025-02-06,3346.6367707444706
B010,2025-02-07,3316.7451226015833
B010,2025-02-08,2107.443926048587
B010,2025-02-09,2108.904751878951
B010,2025-02-10,3321.454039714622
B010,2025-02-11,3393.3366607154753
B010,2025-02-12,3337.8752177127985
B010,2025-02-13,3310.7916747435256
B010,2025-02-14,3286.6920467493183
B010,2025-02-15,2085.8756827664533
B010,2025-02-16,2097.6214135098753
B010,2025-02-17,3280.364135864151
B010,2025-02-18,3390.8080348276767
B010,2025-02-19,3304.1366543255904
B010,2025-02-20,3270.90933757261
B010,2025-02-21,3233.208335086716
B010,2025-02-22,2056.078253398399
B010,2025-02-23,2076.690734060384
B010,2025-02-24,3280.847815776063
B010,2025-02-25,3276.5893585185718
B010,2025-02-26,3272.190117860456
B010,2025-02-27,3244.22202257211
B010,2025-02-28,3226.7706879411194
B010,2025-03-01,2044.0669596027706
B010,2025-03-02,2047.4271589008933
B010,2025-03-03,3238.5643478311995
B010,2025-03-04,3248.8246238873003
B010,2025-03-05,3269.302667448255
B010,2025-03-06,3234.4217142659613
B010,2025-03-07,3270.3108350876287
B010,2025-03-08,2035.1835373866759
B010,2025-03-09,2019.628534311568
B010,2025-03-10,3255.913076148612
B010,2025-03-11,3236.857100126581
B010,2025-03-12,3279.0738702247454
B010,2025-03-13,3216.6003183087187
B010,2025-03-14,3263.501784659379
B010,2025-03-15,2021.298000545846
B010,2025-03-16,2016.5865937540514
B010,2025-03-17,3216.381048111708
B010,2025-03-18,3223.4193637624303
B010,2025-03-19,3273.141392848326
B010,2025-03-20,3227.57780544413
B010,2025-03-21,3262.3197272221237
B010,2025-03-22,2008.3392724426212
B010,2025-03-23,2006.204461356395
B010,2025-03-24,3207.978085139379
B010,2025-03-25,3220.5404958418185
B010,2025-03-26,3260.283046883053
B010,2025-03-27,3222.41799162575
B010,2025-03-28,3261.785110147531
B010,2025-03-29,1990.7529312922031
B010,2025-03-30,1953.0609504524964
B010,2025-03-31,3213.745830285851
B011,2025-01-01,2930.4999839342236
B011,2025-01-02,2920.0165991474164
B011,2025-01-03,2950.3187220522123
B011,2025-01-04,1799.6473731753617
B011,2025-01-05,1811.5887443814165
B011,2025-01-06,2907.634052464215
B011,2025-01-07,2896.7507010238955
B011,2025-01-08,2932.720458255827
B011,2025-01-09,2881.960647196602
B011,2025-01-10,2933.584547886642
B011,2025-01-11,1799.9093525814983
B011,2025-01-12,1801.4702395295435
B011,2025-01-13,2865.1890823241793
B011,2025-01-14,2890.0625237154345
B011,2025-01-15,2899.149169596839
B011,2025-01-16,2873.3887294479846
B011,2025-01-17,2931.4723103764372
B011,2025-01-18,1799.5096376829024
B011,2025-01-19,1791.720548714686
B011,2025-01-20,2852.044363098756
B011,2025-01-21,2858.951838805246
B011,2025-01-22,2925.3880268143853
B011,2025-01-23,2865.24964799654
B011,2025-01-24,2936.4622241336656
B011,2025-01-25,1802.325086786291
B011,2025-01-26,1791.879686704966
B011,2025-01-27,2843.9616655736736
B011,2025-01-28,2843.745879556345
B011,2025-01-29,2877.4331624079077
B011,2025-01-30,2845.1743667465994
B011,2025-01-31,2929.5736924847133
B011,2025-02-01,1811.6334497225905
B011,2025-02-02,1801.7937763944003
B011,2025-02-03,2890.5778271501767
B011,2025-02-04,2886.9975433815193
B011,2025-02-05,2927.9364099601426
B011,2025-02-06,2945.761856337725
B011,2025-02-07,2888.0983199996385
B011,2025-02-08,1804.9446556150087
B011,2025-02-09,1807.3351653103077
B011,2025-02-10,2890.423057297712
B011,2025-02-11,2871.7754928323116
B011,2025-02-12,2903.430817908204
B011,2025-02-13,2897.560226513667
B011,2025-02-14,2862.4896035696797
B011,2025-02-15,1812.0912316332945
B011,2025-02-16,1804.7675400865953
B011,2025-02-17,2870.3485684903367
B011,2025-02-18,2856.5010888584193
B011,2025-02-19,2887.4682486796096
B011,2025-02-20,2905.85230239898
B011,2025-02-21,2860.459554330633
B011,2025-02-22,1798.1553215059164
B011,2025-02-23,1788.9472251215227
B011,2025-02-24,2897.0152802261564
B011,2025-02-25,2859.8054842439747
B011,2025-02-26,2890.398684454395
B011,2025-02-27,2903.7506318840205
B011,2025-02-28,2861.6703049558287
B011,2025-03-01,1779.2047171023896
B011,2025-03-02,1800.3774576794365
B011,2025-03-03,2867.3577249595464
B011,2025-03-04,2869.50758221088
B011,2025-03-05,2871.8918314977827
B011,2025-03-06,2884.7957300487433
B011,2025-03-07,2845.295321729847
B011,2025-03-08,1774.9430679635084
B011,2025-03-09,1788.407122464043
B011,2025-03-10,2850.753915195285
B011,2025-03-11,2877.5215313879253
B011,2025-03-12,2865.6610281795042
B011,2025-03-13,2867.192106285804
B011,2025-03-14,2809.727345413701
B011,2025-03-15,1758.4754237997747
B011,2025-03-16,1758.3585001658973
B011,2025-03-17,2837.344018721808
B011,2025-03-18,2850.354009855059
B011,2025-03-19,2855.625543791002
B011,2025-03-20,2838.860883688168
B011,2025-03-21,2765.63070412835
B011,2025-03-22,1746.2667513115155
B011,2025-03-23,1754.6396598106287
B011,2025-03-24,2821.2408039869515
B011,2025-03-25,2807.6298546923267
B011,2025-03-26,2797.095771439775
B011,2025-03-27,2802.060014988017
B011,2025-03-28,2739.829214283718
B011,2025-03-29,1679.592704919106
B011,2025-03-30,1732.4186582012906
B011,2025-03-31,2776.263170354066
B012,2025-01-01,3697.148785723123
B012,2025-01-02,3677.7261733103915
B012,2025-01-03,3668.3266905020887
B012,2025-01-04,3682.2200690758973
B012,2025-01-05,3631.746812194413
B012,2025-01-06,3694.160473255097
B012,2025-01-07,3691.0520134011485
B012,2025-01-08,3632.424069547592
B012,2025-01-09,3660.937613675109
B012,2025-01-10,3649.9154685006565
B012,2025-01-11,3651.422433943386
B012,2025-01-12,3642.3679057976638
B012,2025-01-13,3690.9059037900292
B012,2025-01-14,3663.9041947029136
B012,2025-01-15,3669.581469627413
B012,2025-01-16,3660.925529254
B012,2025-01-17,3655.627737838558
B012,2025-01-18,3652.464599874351
B012,2025-01-19,3657.496282795975
B012,2025-01-20,3692.663273056083
B012,2025-01-21,3669.101599097981
B012,2025-01-22,3637.327222737039
B012,2025-01-23,3663.361087182042
B012,2025-01-24,3659.718846464665
B012,2025-01-25,3629.2694695253736
B012,2025-01-26,3650.2979360031836
B012,2025-01-27,3691.294894717476
B012,2025-01-28,3703.819799222924
B012,2025-01-29,3684.6563272178555
B012,2025-01-30,3678.522418850632
B012,2025-01-31,3652.45258565115
B012,2025-02-01,3637.1995974551073
B012,2025-02-02,3632.9993655975045
B012,2025-02-03,3693.1128099248613
B012,2025-02-04,3674.815262855097
B012,2025-02-05,3670.0302790630494
B012,2025-02-06,3643.825138774389
B012,2025-02-07,3718.2693253685757
B012,2025-02-08,3671.7393400097835
B012,2025-02-09,3632.9993655975045
B012,2025-02-10,3712.9150476611776
B012,2025-02-11,3712.2438393849984
B012,2025-02-12,3710.7631326477
B012,2025-02-13,3685.427471674769
B012,2025-02-14,3721.916898617471
B012,2025-02-15,3644.383696375749
B012,2025-02-16,3632.4479268313794
B012,2025-02-17,3726.091075653244
B012,2025-02-18,3717.2417242623947
B012,2025-02-19,3717.495174542639
B012,2025-02-20,3670.1743903079187
B012,2025-02-21,3725.1242514105047
B012,2025-02-22,3671.7325930660404
B012,2025-02-23,3662.865698334114
B012,2025-02-24,3684.919652755899
B012,2025-02-25,3704.901390670155
B012,2025-02-26,3713.7910032410246
B012,2025-02-27,3655.3602803745225
B012,2025-02-28,3722.016984044459
B012,2025-03-01,3688.438979167732
B012,2025-03-02,3657.841397319908
B012,2025-03-03,3730.7961591581766
B012,2025-03-04,3732.99367143221
B012,2025-03-05,3713.4589349888356
B012,2025-03-06,3711.074880932978
B012,2025-03-07,3712.2456330692034
B012,2025-03-08,3687.3547581412736
B012,2025-03-09,3685.613135607119
B012,2025-03-10,3734.4486021455646
B012,2025-03-11,3733.2353486105717
B012,2025-03-12,3715.450573750364
B012,2025-03-13,3715.247879338062
B012,2025-03-14,3713.567098000478
B012,2025-03-15,3690.2837476473032
B012,2025-03-16,3694.092233445152
B012,2025-03-17,3735.1732401971785
B012,2025-03-18,3734.710397050249
B012,2025-03-19,3715.016632345935
B012,2025-03-20,3715.247879338062
B012,2025-03-21,3713.567098000478
B012,2025-03-22,3690.2837476473032
B012,2025-03-23,3694.092233445152
B012,2025-03-24,3733.903707478732
B012,2025-03-25,3734.8771700401253
B012,2025-03-26,3715.040382973758
B012,2025-03-27,3715.362269385145
B012,2025-03-28,3713.835071555965
B012,2025-03-29,3690.244554185984
B012,2025-03-30,3694.360207000639
B012,2025-03-31,3733.530746913188
B013,2025-01-01,1380.7282205979284
B013,2025-01-02,1382.2817641926533
B013,2025-01-03,1367.5102652865594
B013,2025-01-04,1349.2018092840601
B013,2025-01-05,1345.2088027125099
B013,2025-01-06,1514.3160767433385
B013,2025-01-07,1426.6768537156242
B013,2025-01-08,1408.0216873071558
B013,2025-01-09,1410.8371128723434
B013,2025-01-10,1434.2018067303184
B013,2025-01-11,1399.744604238116
B013,2025-01-12,1368.7081346389841
B013,2025-01-13,1438.7922335554222
B013,2025-01-14,1467.9395672043333
B013,2025-01-15,1438.5360650903697
B013,2025-01-16,1507.8913828739296
B013,2025-01-17,1422.550177740059
B013,2025-01-18,1400.6985267023463
B013,2025-01-19,1399.6752656400204
B013,2025-01-20,1453.6820278188754
B013,2025-01-21,1411.909376688216
B013,2025-01-22,1423.829866606301
B013,2025-01-23,1404.3534729154742
B013,2025-01-24,1425.6405398676602
B013,2025-01-25,1353.3712228982313
B013,2025-01-26,1373.0113238622039
B013,2025-01-27,1419.5704065611249
B013,2025-01-28,1418.206150638726
B013,2025-01-29,1418.6802919369372
B013,2025-01-30,1458.5444081920689
B013,2025-01-31,1402.8180864512135
B013,2025-02-01,1406.0761829794455
B013,2025-02-02,1329.2422114420485
B013,2025-02-03,1422.620909363727
B013,2025-02-04,1416.8880106268743
B013,2025-02-05,1431.0496297829502
B013,2025-02-06,1405.069000443009
B013,2025-02-07,1409.22487943643
B013,2025-02-08,1375.1389130329846
B013,2025-02-09,1355.9622105588755
B013,2025-02-10,1416.8635361989652
B013,2025-02-11,1473.5402446162889
B013,2025-02-12,1420.6836392084824
B013,2025-02-13,1426.4794947542314
B013,2025-02-14,1413.695851155054
B013,2025-02-15,1381.6910323573084
B013,2025-02-16,1343.1195988900595
B013,2025-02-17,1444.4009151688879
B013,2025-02-18,1435.7822785947815
B013,2025-02-19,1423.9998346172827
B013,2025-02-20,1405.069000443009
B013,2025-02-21,1408.287108211661
B013,2025-02-22,1369.8369461284808
B013,2025-02-23,1353.3002993794164
B013,2025-02-24,1418.321407377935
B013,2025-02-25,1400.1404235925727
B013,2025-02-26,1398.9103634297965
B013,2025-02-27,1392.144681586466
B013,2025-02-28,1380.3737053793402
B013,2025-03-01,1297.2162370670817
B013,2025-03-02,1294.8579119664107
B013,2025-03-03,1365.2518397118383
B013,2025-03-04,1362.405974219549
B013,2025-03-05,1325.4081337410164
B013,2025-03-06,1339.1534159633732
B013,2025-03-07,1336.102828121693
B013,2025-03-08,1278.306325925709
B013,2025-03-09,1258.0816630125496
B013,2025-03-10,1336.955339038922
B013,2025-03-11,1327.391496894764
B013,2025-03-12,1319.2911266290537
B013,2025-03-13,1294.024600586041
B013,2025-03-14,1264.64395023218
B013,2025-03-15,1209.0983565690067
B013,2025-03-16,1155.6076085270847
B013,2025-03-17,1296.1414579240916
B013,2025-03-18,1252.903932852678
B013,2025-03-19,1223.569290845514
B013,2025-03-20,1224.9834433973579
B013,2025-03-21,1228.5620044074014
B013,2025-03-22,1131.8698443073056
B013,2025-03-23,1112.0444718284866
B013,2025-03-24,1222.8369378501354
B013,2025-03-25,1167.6087307945227
B013,2025-03-26,1139.5274384494185
B013,2025-03-27,1184.2239091341692
B013,2025-03-28,1133.4698763989823
B013,2025-03-29,1087.2929088749802
B013,2025-03-30,1076.3661605555144
B013,2025-03-31,1166.5292478418398
B014,2025-01-01,10691.97759219894
B014,2025-01-02,10572.607974343598
B014,2025-01-03,10448.823061893816
B014,2025-01-04,10114.878261375687
B014,2025-01-05,10041.83163945271
B014,2025-01-06,10474.652989041251
B014,2025-01-07,10612.347783747146
B014,2025-01-08,10652.026267357234
B014,2025-01-09,10447.740593333263
B014,2025-01-10,10300.74196240047
B014,2025-01-11,10401.538658264673
B014,2025-01-12,10391.363831204564
B014,2025-01-13,10488.054642773159
B014,2025-01-14,10562.542722599184
B014,2025-01-15,10518.6983190591
B014,2025-01-16,10660.612442538082
B014,2025-01-17,10476.023445962363
B014,2025-01-18,10460.022259850783
B014,2025-01-19,10384.32258447671
B014,2025-01-20,10499.213152521947
B014,2025-01-21,10509.708600030282
B014,2025-01-22,10634.378898228164
B014,2025-01-23,10518.332525876376
B014,2025-01-24,10539.091565081615
B014,2025-01-25,10539.317606593924
B014,2025-01-26,10446.858621281197
B014,2025-01-27,10519.871112953553
B014,2025-01-28,10567.129117665914
B014,2025-01-29,10534.144775824701
B014,2025-01-30,10694.723255189369
B014,2025-01-31,10507.73580681911
B014,2025-02-01,10438.421855860537
B014,2025-02-02,10422.676931854188
B014,2025-02-03,10627.20588287544
B014,2025-02-04,10667.050388313639
B014,2025-02-05,10652.911726032806
B014,2025-02-06,10705.453150818217
B014,2025-02-07,10671.880733964057
B014,2025-02-08,10566.988501664922
B014,2025-02-09,10585.278716609888
B014,2025-02-10,10666.615577547438
B014,2025-02-11,10498.928750427895
B014,2025-02-12,10708.590131566329
B014,2025-02-13,10540.807327209854
B014,2025-02-14,10685.938340694125
B014,2025-02-15,10632.009905917643
B014,2025-02-16,10565.407323375986
B014,2025-02-17,10644.63767539977
B014,2025-02-18,10654.58186801578
B014,2025-02-19,10701.822304467312
B014,2025-02-20,10701.78836912366
B014,2025-02-21,10717.344062562674
B014,2025-02-22,10653.533783421808
B014,2025-02-23,10664.424427572503
B014,2025-02-24,10768.043560833337
B014,2025-02-25,10733.215349951657
B014,2025-02-26,10685.739565664622
B014,2025-02-27,10729.198199195847
B014,2025-02-28,10734.594167726354
B014,2025-03-01,10557.742621220674
B014,2025-03-02,10714.73688577949
B014,2025-03-03,10720.216526652323
B014,2025-03-04,10682.515715481986
B014,2025-03-05,10763.10501346931
B014,2025-03-06,10767.037785370014
B014,2025-03-07,10777.908762844336
B014,2025-03-08,10546.729650091644
B014,2025-03-09,10660.421449067468
B014,2025-03-10,10686.143474917195
B014,2025-03-11,10720.138377542871
B014,2025-03-12,10761.015971271585
B014,2025-03-13,10805.799298065138
B014,2025-03-14,10856.545659094192
B014,2025-03-15,10546.678723736642
B014,2025-03-16,10702.595591073581
B014,2025-03-17,10751.915843075194
B014,2025-03-18,10874.47530317121
B014,2025-03-19,10800.25766051881
B014,2025-03-20,10997.869995043544
B014,2025-03-21,10827.28031017385
B014,2025-03-22,10586.91147072162
B014,2025-03-23,11263.20854249404
B014,2025-03-24,10849.838407314906
B014,2025-03-25,10989.29867398243
B014,2025-03-26,11099.349705299546
B014,2025-03-27,12191.81673821548
B014,2025-03-28,11674.453184536218
B014,2025-03-29,11584.52556259764
B014,2025-03-30,11721.623094110191
B014,2025-03-31,11758.320411018238
B015,2025-01-01,6562.517484791016
B015,2025-01-02,6558.719274810857
B015,2025-01-03,6518.513229864037
B015,2025-01-04,4251.449290446311
B015,2025-01-05,4196.990419299806
B015,2025-01-06,6575.502281346775
B015,2025-01-07,6567.568239556139
B015,2025-01-08,6523.781194997443
B015,2025-01-09,6527.827054903393
B015,2025-01-10,6509.323039677564
B015,2025-01-11,4266.084823079248
B015,2025-01-12,4205.648345853567
B015,2025-01-13,6587.328139214231
B015,2025-01-14,6579.348859946394
B015,2025-01-15,6508.831051993096
B015,2025-01-16,6529.820442513604
B015,2025-01-17,6505.851364795159
B015,2025-01-18,4238.657026020109
B015,2025-01-19,4204.948802106508
B015,2025-01-20,6558.177009730048
B015,2025-01-21,6560.849348217872
B015,2025-01-22,6512.851073689758
B015,2025-01-23,6502.287485309489
B015,2025-01-24,6503.622444210752
B015,2025-01-25,4221.8263233455455
B015,2025-01-26,4203.485696357208
B015,2025-01-27,6583.556418076066
B015,2025-01-28,6566.878873072527
B015,2025-01-29,6519.712146639445
B015,2025-01-30,6530.251915748642
B015,2025-01-31,6509.909626583688
B015,2025-02-01,4325.161573807587
B015,2025-02-02,4222.758514593298
B015,2025-02-03,6442.195775129712
B015,2025-02-04,6564.281676936085
B015,2025-02-05,6580.58678048336
B015,2025-02-06,6630.243564258361
B015,2025-02-07,6627.966091044811
B015,2025-02-08,4309.418225384596
B015,2025-02-09,4250.050459291862
B015,2025-02-10,6455.910265646629
B015,2025-02-11,6630.523710747593
B015,2025-02-12,6566.541610307842
B015,2025-02-13,6616.952543071476
B015,2025-02-14,6630.561799070622
B015,2025-02-15,4326.231864686313
B015,2025-02-16,4230.655271637755
B015,2025-02-17,6461.419934219088
B015,2025-02-18,6619.77681963682
B015,2025-02-19,6553.216265621935
B015,2025-02-20,6593.155598294127
B015,2025-02-21,6603.715042846676
B015,2025-02-22,4308.729702240946
B015,2025-02-23,4229.290189655649
B015,2025-02-24,6453.637823231655
B015,2025-02-25,6565.130247405191
B015,2025-02-26,6569.440059778771
B015,2025-02-27,6613.729389540597
B015,2025-02-28,6625.948770610721
B015,2025-03-01,4174.052017978781
B015,2025-03-02,4212.824560347606
B015,2025-03-03,6540.722439354685
B015,2025-03-04,6317.3907553454865
B015,2025-03-05,6120.078166021745
B015,2025-03-06,6475.641641273769
B015,2025-03-07,6415.919266397591
B015,2025-03-08,4093.3923371454666
B015,2025-03-09,4079.3866521964724
B015,2025-03-10,6508.151794064208
B015,2025-03-11,6068.234159402399
B015,2025-03-12,6114.988912681252
B015,2025-03-13,6238.5865750987805
B015,2025-03-14,6163.334480057821
B015,2025-03-15,3984.2108977222897
B015,2025-03-16,3990.86961929615
B015,2025-03-17,6289.147843886458
B015,2025-03-18,5921.00804259831
B015,2025-03-19,5884.115032837407
B015,2025-03-20,6038.533374020015
B015,2025-03-21,5996.7478907259265
B015,2025-03-22,3892.462831116624
B015,2025-03-23,3908.4729491029175
B015,2025-03-24,6059.823084262636
B015,2025-03-25,5741.7926543340445
B015,2025-03-26,5825.830776316309
B015,2025-03-27,5934.233901472278
B015,2025-03-28,5641.964524102712
B015,2025-03-29,3774.410463721588
B015,2025-03-30,3819.154282095083
B015,2025-03-31,5985.5201038282885
B016,2025-01-01,3520.611393488191
B016,2025-01-02,3482.909875610078
B016,2025-01-03,3542.2800923042505
B016,2025-01-04,2286.6943184992265
B016,2025-01-05,2278.8328201268987
B016,2025-01-06,3658.954656199902
B016,2025-01-07,3536.7074088458617
B016,2025-01-08,3528.075351834632
B016,2025-01-09,3504.2995535114674
B016,2025-01-10,3611.778807454849
B016,2025-01-11,2277.3442590695136
B016,2025-01-12,2269.3334660497026
B016,2025-01-13,3628.7061762829717
B016,2025-01-14,3640.596581661438
B016,2025-01-15,3575.790489528393
B016,2025-01-16,3513.85781346166
B016,2025-01-17,3609.8013919622013
B016,2025-01-18,2275.340166972066
B016,2025-01-19,2270.6185947365584
B016,2025-01-20,3760.833448112158
B016,2025-01-21,3638.1430605175133
B016,2025-01-22,3592.8764891947685
B016,2025-01-23,3522.024934490648
B016,2025-01-24,3603.4179245930613
B016,2025-01-25,2260.432869388047
B016,2025-01-26,2270.110801655351
B016,2025-01-27,3659.719568139422
B016,2025-01-28,3626.9681620758347
B016,2025-01-29,3597.0183000892507
B016,2025-01-30,3484.9910303072143
B016,2025-01-31,3611.4525929150805
B016,2025-02-01,2257.9893963792133
B016,2025-02-02,2274.9460511861616
B016,2025-02-03,3587.405120182915
B016,2025-02-04,3622.9736937657494
B016,2025-02-05,3624.2736449611048
B016,2025-02-06,3525.5012746642374
B016,2025-02-07,3570.630936725056
B016,2025-02-08,2254.1544884748296
B016,2025-02-09,2241.9199214419264
B016,2025-02-10,3560.5899893756055
B016,2025-02-11,3646.462523489322
B016,2025-02-12,3457.414651765947
B016,2025-02-13,3595.2669812782483
B016,2025-02-14,3560.2454837821356
B016,2025-02-15,2224.614029331691
B016,2025-02-16,2266.242192719139
B016,2025-02-17,3578.8861122146072
B016,2025-02-18,3619.8043646662486
B016,2025-02-19,3455.1897983001054
B016,2025-02-20,3533.3387911289615
B016,2025-02-21,3566.0560379517106
B016,2025-02-22,2237.7725770697343
B016,2025-02-23,2218.067733483406
B016,2025-02-24,3272.4138709599215
B016,2025-02-25,3283.5596491571796
B016,2025-02-26,3542.909888128027
B016,2025-02-27,3482.260695076792
B016,2025-02-28,3452.415632742594
B016,2025-03-01,2243.955306828792
B016,2025-03-02,2179.679325617197
B016,2025-03-03,3305.6010930968832
B016,2025-03-04,3341.4665798929955
B016,2025-03-05,3384.5379573507685
B016,2025-03-06,3398.9553210664453
B016,2025-03-07,3463.4484620242356
B016,2025-03-08,2165.3038742066033
B016,2025-03-09,2179.4751573806698
B016,2025-03-10,3416.4665586542674
B016,2025-03-11,3296.3495486182087
B016,2025-03-12,3339.135151860789
B016,2025-03-13,3289.95042430643
B016,2025-03-14,3314.9998056601344
B016,2025-03-15,2166.567720082197
B016,2025-03-16,2168.5506464145683
B016,2025-03-17,3284.7727765323493
B016,2025-03-18,3392.011677447492
B016,2025-03-19,3305.743133449412
B016,2025-03-20,3297.934866916673
B016,2025-03-21,3306.786338572149
B016,2025-03-22,2163.4129059890333
B016,2025-03-23,2216.715585207169
B016,2025-03-24,3271.9493991943295
B016,2025-03-25,3279.590520977367
B016,2025-03-26,3361.733801124212
B016,2025-03-27,3559.5530634713937
B016,2025-03-28,3423.6295969892794
B016,2025-03-29,2170.47368148214
B016,2025-03-30,2196.2028368057577
B016,2025-03-31,3478.946565758615
B017,2025-01-01,797.0378818093797
B017,2025-01-02,794.7931333388825
B017,2025-01-03,780.630218163086
B017,2025-01-04,841.4225436873411
B017,2025-01-05,788.5165719524356
B017,2025-01-06,796.5130699718148
B017,2025-01-07,795.9410516944075
B017,2025-01-08,757.9256316921085
B017,2025-01-09,810.1366336290146
B017,2025-01-10,796.1863489680386
B017,2025-01-11,829.4732458020512
B017,2025-01-12,823.9993737657646
B017,2025-01-13,795.9408732582183
B017,2025-01-14,822.1720499874317
B017,2025-01-15,795.9361317140513
B017,2025-01-16,795.5553511280843
B017,2025-01-17,797.8065273086245
B017,2025-01-18,877.096757805967
B017,2025-01-19,839.9175117090228
B017,2025-01-20,826.8457938120978
B017,2025-01-21,798.142956615143
B017,2025-01-22,796.5844747728142
B017,2025-01-23,796.2562200542584
B017,2025-01-24,797.0194214671772
B017,2025-01-25,840.4082724250001
B017,2025-01-26,849.5702021935006
B017,2025-01-27,825.2788759245758
B017,2025-01-28,800.5643870925317
B017,2025-01-29,793.50420398001
B017,2025-01-30,775.2597500301584
B017,2025-01-31,808.9721714829018
B017,2025-02-01,839.2435738909423
B017,2025-02-02,831.7892532384637
B017,2025-02-03,796.8817108255632
B017,2025-02-04,836.1828620057458
B017,2025-02-05,824.1629496377993
B017,2025-02-06,798.1814971489658
B017,2025-02-07,798.4790172570488
B017,2025-02-08,818.8889723971531
B017,2025-02-09,849.1868792607263
B017,2025-02-10,743.2863748244301
B017,2025-02-11,778.757570596719
B017,2025-02-12,778.1225534334061
B017,2025-02-13,793.7039868465473
B017,2025-02-14,755.6062505641146
B017,2025-02-15,831.755511783378
B017,2025-02-16,802.8387791488457
B017,2025-02-17,791.2350878534818
B017,2025-02-18,756.4111143004139
B017,2025-02-19,792.4974947214021
B017,2025-02-20,794.2159258862401
B017,2025-02-21,794.7755905016315
B017,2025-02-22,778.9694992857259
B017,2025-02-23,805.9170694976332
B017,2025-02-24,758.1054046711034
B017,2025-02-25,792.6930356590956
B017,2025-02-26,792.5950901763952
B017,2025-02-27,796.3006834434401
B017,2025-02-28,716.4822016799548
B017,2025-03-01,824.9393369647752
B017,2025-03-02,775.496077853582
B017,2025-03-03,714.1259632366633
B017,2025-03-04,728.4865376871312
B017,2025-03-05,716.9973991306916
B017,2025-03-06,705.6761214584834
B017,2025-03-07,707.0602879856363
B017,2025-03-08,757.7087944901969
B017,2025-03-09,766.7425375894678
B017,2025-03-10,706.7028785379068
B017,2025-03-11,697.9457420463391
B017,2025-03-12,660.2674296973368
B017,2025-03-13,705.7047659175511
B017,2025-03-14,704.5388956677675
B017,2025-03-15,753.4866778619803
B017,2025-03-16,739.4515423558584
B017,2025-03-17,663.3774741398147
