date,building_id,electricity_price,gas_price,demand_charge
2023-11-01,B010,0.1628,0.0512,9.52
2023-12-01,B010,0.1673,0.0513,14.78
2024-01-01,B010,0.1674,0.052,13.26
2024-02-01,B010,0.1654,0.0483,17.84
2024-03-01,B010,0.1702,0.0479,11.96
2024-04-01,B010,0.1686,0.0521,10.3
2024-05-01,B010,0.1632,0.0486,13.41
2024-06-01,B010,0.1619,0.0493,12.15
2024-07-01,B010,0.1712,0.0518,14.76
2024-08-01,B010,0.1634,0.0511,14.59
2024-09-01,B010,0.1711,0.0507,12.85
2024-10-01,B010,0.1726,0.0494,13.08
2024-11-01,B010,0.1703,0.0518,9.8
2024-12-01,B010,0.1634,0.0506,17.05
2020-01-01,B011,0.1132,0.0453,10.3
2020-02-01,B011,0.1091,0.0445,14.52
2020-03-01,B011,0.1138,0.0437,16.89
2020-04-01,B011,0.1089,0.0434,15.72
2020-05-01,B011,0.1124,0.0465,13.93
2020-06-01,B011,0.114,0.0458,16.9
2020-07-01,B011,0.1097,0.047,11.28
2020-08-01,B011,0.1099,0.0443,12.48
2020-09-01,B011,0.1127,0.0464,15.38
2020-10-01,B011,0.1094,0.0452,10.72
2020-11-01,B011,0.1118,0.0457,15.6
2020-12-01,B011,0.1151,0.0438,15.71
2021-01-01,B011,0.1107,0.0442,10.6
2021-02-01,B011,0.1108,0.0479,12.61
2021-03-01,B011,0.1128,0.0478,17.95
2021-04-01,B011,0.1145,0.0473,14.83
2021-05-01,B011,0.1127,0.0447,15.32
2021-06-01,B011,0.1155,0.0468,13.86
2021-07-01,B011,0.1152,0.0453,9.21
2021-08-01,B011,0.1141,0.0459,17.3
2021-09-01,B011,0.115,0.0461,11.78
2021-10-01,B011,0.1138,0.0464,17.96
2021-11-01,B011,0.1171,0.0472,9.74
2021-12-01,B011,0.1184,0.0487,13.29
2022-01-01,B011,0.1157,0.0491,10.87
2022-02-01,B011,0.1175,0.0486,15.04
2022-03-01,B011,0.1163,0.0455,9.17
2022-04-01,B011,0.1163,0.0458,12.29
2022-05-01,B011,0.1192,0.0496,14.9
2022-06-01,B011,0.1167,0.0489,16.33
2022-07-01,B011,0.1142,0.0489,15.18
2022-08-01,B011,0.1145,0.0472,17.79
2022-09-01,B011,0.119,0.049,14.63
2022-10-01,B011,0.1179,0.0458,12.13
2022-11-01,B011,0.1174,0.0459,16.43
2022-12-01,B011,0.1207,0.0506,13.99
2023-01-01,B011,0.1193,0.0502,13.79
2023-02-01,B011,0.1206,0.0509,10.73
2023-03-01,B011,0.1213,0.0499,13.7
2023-04-01,B011,0.1214,0.0464,14.94
2023-05-01,B011,0.1212,0.0503,12.33
2023-06-01,B011,0.1196,0.0502,15.82
2023-07-01,B011,0.1179,0.0483,11.15
2023-08-01,B011,0.1203,0.0498,12.52
2023-09-01,B011,0.1225,0.0476,17.74
2023-10-01,B011,0.1213,0.0482,11.32
2023-11-01,B011,0.1177,0.0472,12.55
2023-12-01,B011,0.1221,0.0477,9.6
2024-01-01,B011,0.1203,0.0487,9.3
2024-02-01,B011,0.1177,0.052,12.28
2024-03-01,B011,0.1201,0.0519,11.08
2024-04-01,B011,0.1231,0.051,15.56
2024-05-01,B011,0.1233,0.0483,11.53
2024-06-01,B011,0.1189,0.0497,13.13
2024-07-01,B011,0.1227,0.0508,10.15
2024-08-01,B011,0.1232,0.0509,15.44
2024-09-01,B011,0.1208,0.0497,9.82
2024-10-01,B011,0.1252,0.0504,13.91
2024-11-01,B011,0.1255,0.0511,14.6
2024-12-01,B011,0.1237,0.0528,9.23
2020-01-01,B012,0.1089,0.0428,14.68
2020-02-01,B012,0.1122,0.0437,13.04
2020-03-01,B012,0.1106,0.0474,13.93
2020-04-01,B012,0.1132,0.0474,15.65
2020-05-01,B012,0.1093,0.0457,16.07
2020-06-01,B012,0.1129,0.044,13.11
2020-07-01,B012,0.1095,0.0472,14.81
2020-08-01,B012,0.1101,0.0472,13.56
2020-09-01,B012,0.1092,0.0441,11.2
2020-10-01,B012,0.1141,0.0443,16.51
2020-11-01,B012,0.1116,0.0466,12.64
2020-12-01,B012,0.1119,0.0454,15.36
2021-01-01,B012,0.112,0.0465,17.5
2021-02-01,B012,0.1145,0.0446,15.46
2021-03-01,B012,0.1162,0.046,10.24
2021-04-01,B012,0.1124,0.0448,14.9
2021-05-01,B012,0.1139,0.0445,11.34
2021-06-01,B012,0.1167,0.0481,11.78
2021-07-01,B012,0.1164,0.0483,12.05
2021-08-01,B012,0.1137,0.0462,15.31
2021-09-01,B012,0.1123,0.0447,11.04
2021-10-01,B012,0.1119,0.0481,15.41
2021-11-01,B012,0.1118,0.045,14.47
2021-12-01,B012,0.1184,0.0462,17.32
2022-01-01,B012,0.1189,0.0487,13.17
2022-02-01,B012,0.1153,0.0492,16.43
2022-03-01,B012,0.116,0.0492,13.02
2022-04-01,B012,0.1134,0.0461,11.57
2022-05-01,B012,0.1168,0.0483,10.78
2022-06-01,B012,0.1162,0.0479,10.72
2022-07-01,B012,0.114,0.0464,17.75
2022-08-01,B012,0.1169,0.0462,9.26
2022-09-01,B012,0.1189,0.05,15.58
2022-10-01,B012,0.1206,0.0479,16.97
2022-11-01,B012,0.116,0.0486,9.98
2022-12-01,B012,0.1164,0.0477,17.86
2023-01-01,B012,0.1155,0.0469,17.54
2023-02-01,B012,0.1193,0.0479,14.29
2023-03-01,B012,0.1217,0.0498,15.21
2023-04-01,B012,0.121,0.0465,15.89
2023-05-01,B012,0.1209,0.0481,14.18
2023-06-01,B012,0.1175,0.0492,10.63
2023-07-01,B012,0.1212,0.0512,16.57
2023-08-01,B012,0.1216,0.0514,13.13
2023-09-01,B012,0.1175,0.0505,13.31
2023-10-01,B012,0.1195,0.0491,14.67
2023-11-01,B012,0.1197,0.0486,14.88
2023-12-01,B012,0.1176,0.0494,14.07
2024-01-01,B012,0.1189,0.051,9.35
2024-02-01,B012,0.1212,0.0474,13.94
2024-03-01,B012,0.1182,0.0477,12.16
2024-04-01,B012,0.1242,0.0513,12.18
2024-05-01,B012,0.1198,0.0502,11.93
2024-06-01,B012,0.1223,0.0515,12.66
2024-07-01,B012,0.1192,0.0491,15.99
2024-08-01,B012,0.122,0.0509,15.06
2024-09-01,B012,0.1216,0.0509,15.53
2024-10-01,B012,0.1212,0.0491,17.16
2024-11-01,B012,0.1229,0.0516,11.93
2024-12-01,B012,0.1221,0.0527,14.75
2020-01-01,B013,0.2042,0.0452,15.62
2020-02-01,B013,0.2097,0.0438,17.9
2020-03-01,B013,0.2119,0.0459,9.11
2020-04-01,B013,0.216,0.0463,10.57
2020-05-01,B013,0.2099,0.0468,10.14
2020-06-01,B013,0.2081,0.0434,9.47
2020-07-01,B013,0.2139,0.0465,13.11
2020-08-01,B013,0.2172,0.047,9.39
2020-09-01,B013,0.2129,0.0459,17.98
2020-10-01,B013,0.2128,0.0457,16.45
2020-11-01,B013,0.2178,0.0459,11.83
2020-12-01,B013,0.216,0.0478,15.7
2021-01-01,B013,0.2174,0.0455,16.29
2021-02-01,B013,0.2212,0.0481,16.94
2021-03-01,B013,0.2116,0.0473,12.17
2021-04-01,B013,0.2226,0.0485,10.94
2021-05-01,B013,0.2191,0.0461,17.72
2021-06-01,B013,0.2154,0.0455,17.03
2021-07-01,B013,0.2163,0.0471,11.75
2021-08-01,B013,0.2163,0.0488,13.92
2021-09-01,B013,0.221,0.047,14.12
2021-10-01,B013,0.221,0.0446,12.75
2021-11-01,B013,0.2157,0.0473,10.34
2021-12-01,B013,0.2266,0.0448,14.42
2022-01-01,B013,0.2209,0.045,10.11
2022-02-01,B013,0.2269,0.0463,14.18
2022-03-01,B013,0.2162,0.0479,9.82
2022-04-01,B013,0.2192,0.0493,15.67
2022-05-01,B013,0.2159,0.0472,11.01
2022-06-01,B013,0.2255,0.0478,12.63
2022-07-01,B013,0.2197,0.0461,11.25
2022-08-01,B013,0.2283,0.0469,10.96
2022-09-01,B013,0.2295,0.0487,10.55
2022-10-01,B013,0.2183,0.05,10.96
2022-11-01,B013,0.2257,0.0501,16.56
2022-12-01,B013,0.2243,0.0466,12.27
2023-01-01,B013,0.2279,0.0487,14.01
2023-02-01,B013,0.2258,0.0473,11.37
2023-03-01,B013,0.2235,0.0495,11.2
2023-04-01,B013,0.2279,0.0473,10.22
2023-05-01,B013,0.2256,0.0467,14.44
2023-06-01,B013,0.2314,0.0478,11.44
2023-07-01,B013,0.2222,0.0495,16.47
2023-08-01,B013,0.2248,0.0487,10.44
2023-09-01,B013,0.2326,0.0487,13.6
2023-10-01,B013,0.2263,0.0502,17.08
2023-11-01,B013,0.235,0.0477,10.77
2023-12-01,B013,0.2294,0.051,11.63
2024-01-01,B013,0.2287,0.0485,13.36
2024-02-01,B013,0.2287,0.049,9.79
2024-03-01,B013,0.2338,0.0491,14.82
2024-04-01,B013,0.2368,0.0493,17.53
2024-05-01,B013,0.2347,0.0519,12.83
2024-06-01,B013,0.2375,0.0523,14.74
2024-07-01,B013,0.2379,0.052,11.92
2024-08-01,B013,0.2373,0.0503,10.65
2024-09-01,B013,0.2343,0.051,15.95
2024-10-01,B013,0.2415,0.0479,12.01
2024-11-01,B013,0.236,0.0512,14.92
2024-12-01,B013,0.2379,0.051,15.26
2020-01-01,B014,0.1303,0.0469,11.47
2020-02-01,B014,0.1327,0.0468,15.66
2020-03-01,B014,0.1339,0.0441,13.22
2020-04-01,B014,0.1313,0.0456,17.33
2020-05-01,B014,0.1305,0.0439,15.9
2020-06-01,B014,0.1311,0.045,16.27
2020-07-01,B014,0.1316,0.045,16.69
2020-08-01,B014,0.1339,0.0458,12.02
2020-09-01,B014,0.132,0.046,15.78
2020-10-01,B014,0.1289,0.0476,16.06
2020-11-01,B014,0.129,0.047,10.68
2020-12-01,B014,0.1337,0.0471,13.83
2021-01-01,B014,0.1348,0.0469,17.37
2021-02-01,B014,0.1333,0.0443,16.9
2021-03-01,B014,0.1378,0.0441,9.62
2021-04-01,B014,0.1306,0.0443,15.13
2021-05-01,B014,0.1323,0.0481,10.48
2021-06-01,B014,0.1314,0.0446,14.78
2021-07-01,B014,0.1388,0.0477,12.34
2021-08-01,B014,0.1385,0.0473,13.79
2021-09-01,B014,0.1392,0.048,15.08
2021-10-01,B014,0.1354,0.0463,16.23
2021-11-01,B014,0.14,0.0471,15.6
2021-12-01,B014,0.1359,0.0494,13.27
2022-01-01,B014,0.134,0.0464,15.83
2022-02-01,B014,0.1408,0.0455,10.65
2022-03-01,B014,0.1372,0.0471,10.79
2022-04-01,B014,0.138,0.0455,14.39
2022-05-01,B014,0.1385,0.0459,10.59
2022-06-01,B014,0.1342,0.0477,16.33
2022-07-01,B014,0.1361,0.0458,17.97
2022-08-01,B014,0.1425,0.0473,12.5
2022-09-01,B014,0.1353,0.0466,13.67
2022-10-01,B014,0.135,0.0469,12.39
2022-11-01,B014,0.1431,0.0482,15.78
2022-12-01,B014,0.1363,0.0459,10.88
2023-01-01,B014,0.1421,0.0476,17.31
2023-02-01,B014,0.1433,0.0503,14.12
2023-03-01,B014,0.1365,0.0486,11.42
2023-04-01,B014,0.1403,0.0482,11.54
2023-05-01,B014,0.138,0.0511,11.62
2023-06-01,B014,0.1432,0.0475,12.24
2023-07-01,B014,0.1451,0.0472,15.18
2023-08-01,B014,0.1382,0.0512,9.54
2023-09-01,B014,0.1381,0.0472,11.94
2023-10-01,B014,0.1406,0.0514,10.91
2023-11-01,B014,0.1457,0.0481,12.88
2023-12-01,B014,0.1444,0.0473,14.82
2024-01-01,B014,0.1422,0.0487,9.32
2024-02-01,B014,0.1395,0.0486,13.71
2024-03-01,B014,0.1409,0.0476,17.09
2024-04-01,B014,0.144,0.0504,12.19
2024-05-01,B014,0.1418,0.049,13.55
2024-06-01,B014,0.1407,0.0501,12.73
2024-07-01,B014,0.1408,0.049,16.6
2024-08-01,B014,0.1412,0.0478,17.95
2024-09-01,B014,0.144,0.0506,10.98
2024-10-01,B014,0.1468,0.0503,15.21
2024-11-01,B014,0.1434,0.05,13.72
2024-12-01,B014,0.1487,0.05,13.14
2020-01-01,B015,0.2124,0.0437,13.65
2020-02-01,B015,0.2062,0.0453,11.75
2020-03-01,B015,0.2131,0.045,16.85
2020-04-01,B015,0.214,0.0434,12.89
2020-05-01,B015,0.2108,0.0433,10.29
2020-06-01,B015,0.2152,0.0459,11.77
2020-07-01,B015,0.2149,0.0451,17.44
2020-08-01,B015,0.2078,0.0443,15.09
2020-09-01,B015,0.2123,0.0478,10.98
2020-10-01,B015,0.2152,0.0481,13.52
2020-11-01,B015,0.2203,0.0455,14.45
2020-12-01,B015,0.2129,0.0475,10.72
2021-01-01,B015,0.2151,0.0451,15.69
2021-02-01,B015,0.2145,0.0449,11.51
2021-03-01,B015,0.2186,0.048,15.25
2021-04-01,B015,0.2157,0.0451,10.4
2021-05-01,B015,0.2117,0.045,9.91
2021-06-01,B015,0.2154,0.0448,11.38
2021-07-01,B015,0.2122,0.0478,17.4
2021-08-01,B015,0.2177,0.045,17.19
2021-09-01,B015,0.2157,0.0453,15.86
2021-10-01,B015,0.2162,0.0481,14.6
2021-11-01,B015,0.217,0.0493,11.42
2021-12-01,B015,0.2175,0.047,17.17
2022-01-01,B015,0.2261,0.0453,16.17
2022-02-01,B015,0.2221,0.0491,11.89
2022-03-01,B015,0.2234,0.0497,17.68
2022-04-01,B015,0.2181,0.0499,13.63
2022-05-01,B015,0.216,0.0463,11.1
2022-06-01,B015,0.2178,0.0486,14.62
2022-07-01,B015,0.2276,0.0459,11.65
2022-08-01,B015,0.2254,0.0487,16.24
2022-09-01,B015,0.2193,0.0499,17.38
2022-10-01,B015,0.2192,0.0483,14.38
2022-11-01,B015,0.2304,0.0482,9.23
2022-12-01,B015,0.2291,0.0506,12.03
2023-01-01,B015,0.2286,0.047,10.36
2023-02-01,B015,0.2296,0.0489,16.11
2023-03-01,B015,0.2211,0.0462,13.22
2023-04-01,B015,0.2301,0.0492,9.07
2023-05-01,B015,0.2309,0.0463,17.86
2023-06-01,B015,0.2307,0.0484,17.08
2023-07-01,B015,0.2244,0.0484,11.7
2023-08-01,B015,0.2266,0.0513,12.7
2023-09-01,B015,0.2259,0.0503,13.13
2023-10-01,B015,0.2248,0.0474,17.9
2023-11-01,B015,0.2362,0.0498,14.8
2023-12-01,B015,0.2281,0.0505,12.05
2024-01-01,B015,0.233,0.0476,16.31
2024-02-01,B015,0.2269,0.0511,11.94
2024-03-01,B015,0.2263,0.0496,12.86
2024-04-01,B015,0.2278,0.0501,13.02
2024-05-01,B015,0.2289,0.0483,15.91
2024-06-01,B015,0.2386,0.0489,11.18
2024-07-01,B015,0.231,0.048,16.66
2024-08-01,B015,0.2341,0.0491,13.07
2024-09-01,B015,0.2359,0.051,13.13
2024-10-01,B015,0.2303,0.0498,11.18
2024-11-01,B015,0.2336,0.0489,16.87
2024-12-01,B015,0.2339,0.0481,17.22
2020-01-01,B016,0.1277,0.0459,15.56
2020-02-01,B016,0.1276,0.0468,10.65
2020-03-01,B016,0.1292,0.0472,9.69
2020-04-01,B016,0.13,0.0443,13.51
2020-05-01,B016,0.1286,0.0459,14.82
2020-06-01,B016,0.1338,0.0446,12.19
2020-07-01,B016,0.1351,0.0461,13.59
2020-08-01,B016,0.1288,0.044,15.23
2020-09-01,B016,0.1318,0.0463,10.21
2020-10-01,B016,0.1299,0.0475,14.77
2020-11-01,B016,0.1351,0.0468,9.91
2020-12-01,B016,0.1326,0.048,16.38
2021-01-01,B016,0.131,0.0453,11.6
2021-02-01,B016,0.134,0.0455,13.92
2021-03-01,B016,0.1351,0.0459,16.45
2021-04-01,B016,0.1366,0.0468,15.73
2021-05-01,B016,0.1317,0.0442,14.73
2021-06-01,B016,0.1361,0.0486,13.36
2021-07-01,B016,0.138,0.0472,9.35
2021-08-01,B016,0.1321,0.0454,17.4
2021-09-01,B016,0.1347,0.0461,17.72
2021-10-01,B016,0.1327,0.0493,9.03
2021-11-01,B016,0.1347,0.0483,13.11
2021-12-01,B016,0.1385,0.0481,14.19
2022-01-01,B016,0.1377,0.0471,15.23
2022-02-01,B016,0.1402,0.0454,12.15
2022-03-01,B016,0.1363,0.0474,13.32
2022-04-01,B016,0.1395,0.0453,13.04
2022-05-01,B016,0.1355,0.0477,15.37
2022-06-01,B016,0.134,0.0473,17.48
2022-07-01,B016,0.1359,0.0468,9.21
2022-08-01,B016,0.1389,0.0463,13.34
2022-09-01,B016,0.136,0.0501,10.16
2022-10-01,B016,0.1417,0.05,13.07
2022-11-01,B016,0.1362,0.0505,15.16
2022-12-01,B016,0.1425,0.0467,17.14
2023-01-01,B016,0.1415,0.0508,14.11
2023-02-01,B016,0.1401,0.048,12.6
2023-03-01,B016,0.1374,0.0474,9.87
2023-04-01,B016,0.14,0.048,14.26
2023-05-01,B016,0.1391,0.0472,10.68
2023-06-01,B016,0.1433,0.048,11.41
2023-07-01,B016,0.145,0.0465,11.34
2023-08-01,B016,0.144,0.0509,13.08
2023-09-01,B016,0.1395,0.0503,14.37
2023-10-01,B016,0.1391,0.0503,17.76
2023-11-01,B016,0.1442,0.0491,11.72
2023-12-01,B016,0.1412,0.0515,12.35
2024-01-01,B016,0.145,0.0503,13.86
2024-02-01,B016,0.1468,0.0509,12.94
2024-03-01,B016,0.1408,0.0483,14.69
2024-04-01,B016,0.1407,0.0516,11.82
2024-05-01,B016,0.1462,0.0495,16.79
2024-06-01,B016,0.1447,0.0491,17.3
2024-07-01,B016,0.1423,0.0519,15.89
2024-08-01,B016,0.1452,0.052,12.95
2024-09-01,B016,0.1482,0.0492,9.5
2024-10-01,B016,0.1468,0.0491,13.62
2024-11-01,B016,0.1486,0.0497,17.93
2024-12-01,B016,0.1462,0.049,14.47
2020-01-01,B017,0.1315,0.046,15.05
2020-02-01,B017,0.1306,0.0472,13.31
2020-03-01,B017,0.1267,0.0444,14.14
2020-04-01,B017,0.1308,0.0443,10.88
2020-05-01,B017,0.1303,0.0435,17.19
2020-06-01,B017,0.1341,0.0472,11.44
2020-07-01,B017,0.1354,0.0435,14.42
2020-08-01,B017,0.1341,0.0449,12.74
2020-09-01,B017,0.1315,0.0458,11.4
2020-10-01,B017,0.132,0.0444,14.22
2020-11-01,B017,0.1355,0.0465,16.01
2020-12-01,B017,0.1293,0.048,12.11
2021-01-01,B017,0.1365,0.0457,11.69
2021-02-01,B017,0.1315,0.0452,10.59
2021-03-01,B017,0.1343,0.048,13.27
2021-04-01,B017,0.137,0.0482,17.93
2021-05-01,B017,0.1346,0.0468,16.22
2021-06-01,B017,0.1363,0.0452,14.76
2021-07-01,B017,0.1317,0.0452,12.37
2021-08-01,B017,0.1388,0.0482,15.28
2021-09-01,B017,0.1321,0.0449,9.52
2021-10-01,B017,0.1389,0.0454,12.8
2021-11-01,B017,0.1398,0.0484,14.07
2021-12-01,B017,0.1398,0.0452,16.62
2022-01-01,B017,0.1365,0.0474,15.9
2022-02-01,B017,0.1372,0.0464,17.84
2022-03-01,B017,0.1348,0.0495,14.52
2022-04-01,B017,0.1406,0.0473,13.05
2022-05-01,B017,0.134,0.0477,11.95
2022-06-01,B017,0.1353,0.0473,15.45
2022-07-01,B017,0.1354,0.0495,9.32
2022-08-01,B017,0.1404,0.0493,11.69
2022-09-01,B017,0.1383,0.0479,11.38
2022-10-01,B017,0.141,0.0487,9.16
2022-11-01,B017,0.1421,0.0462,17.64
2022-12-01,B017,0.1393,0.0468,9.67
2023-01-01,B017,0.1407,0.0469,12.31
2023-02-01,B017,0.1417,0.0507,9.34
2023-03-01,B017,0.138,0.0484,13.45
2023-04-01,B017,0.1394,0.0502,13.45
2023-05-01,B017,0.1403,0.0501,9.11
2023-06-01,B017,0.1436,0.0506,12.84
2023-07-01,B017,0.1398,0.0498,17.38
2023-08-01,B017,0.1417,0.0498,13.53
2023-09-01,B017,0.1419,0.0473,13.46
2023-10-01,B017,0.1411,0.0496,10.61
2023-11-01,B017,0.1453,0.0493,17.15
2023-12-01,B017,0.144,0.0487,14.42
2024-01-01,B017,0.1395,0.0475,16.19
2024-02-01,B017,0.1459,0.051,14.6
2024-03-01,B017,0.1417,0.049,12.79
2024-04-01,B017,0.1475,0.0502,14.43
2024-05-01,B017,0.1423,0.0496,14.87
2024-06-01,B017,0.1454,0.0504,14.32
2024-07-01,B017,0.1411,0.05,14.29
2024-08-01,B017,0.1434,0.0488,16.97
2024-09-01,B017,0.1491,0.0496,15.53
2024-10-01,B017,0.1438,0.0484,13.88
2024-11-01,B017,0.1464,0.0512,16.47
2024-12-01,B017,0.1434,0.05,13.85
2020-01-01,B018,0.1131,0.0444,15.67
2020-02-01,B018,0.1086,0.0437,13.32
2020-03-01,B018,0.1084,0.0449,10.12
2020-04-01,B018,0.1103,0.0462,9.75
2020-05-01,B018,0.1083,0.0448,17.51
2020-06-01,B018,0.1098,0.0463,13.83
2020-07-01,B018,0.113,0.0444,10.55
2020-08-01,B018,0.1127,0.0443,12.25
2020-09-01,B018,0.1129,0.046,13.26
2020-10-01,B018,0.1131,0.0479,13.81
2020-11-01,B018,0.1119,0.0467,12.39
2020-12-01,B018,0.1101,0.0468,12.59
2021-01-01,B018,0.1147,0.0456,14.2
2021-02-01,B018,0.1116,0.045,9.9
2021-03-01,B018,0.1153,0.0478,12.12
2021-04-01,B018,0.1144,0.045,12.26
2021-05-01,B018,0.1114,0.0479,14.42
2021-06-01,B018,0.1149,0.0443,10.6
2021-07-01,B018,0.1148,0.0465,15.48
2021-08-01,B018,0.113,0.0491,14.59
2021-09-01,B018,0.1124,0.0462,9.57
2021-10-01,B018,0.1129,0.0482,9.27
2021-11-01,B018,0.1166,0.0475,17.96
2021-12-01,B018,0.116,0.0481,10.48
2022-01-01,B018,0.118,0.0475,11.4
2022-02-01,B018,0.1189,0.0492,9.37
2022-03-01,B018,0.1149,0.0473,10.51
2022-04-01,B018,0.1196,0.0478,11.12
2022-05-01,B018,0.118,0.0488,13.88
2022-06-01,B018,0.1143,0.0461,15.07
2022-07-01,B018,0.1195,0.0489,16.74
2022-08-01,B018,0.1171,0.0492,17.71
2022-09-01,B018,0.1153,0.0459,10.25
2022-10-01,B018,0.118,0.05,12.09
2022-11-01,B018,0.1209,0.0489,16.25
2022-12-01,B018,0.1157,0.0471,13.73
2023-01-01,B018,0.1166,0.0497,14.85
2023-02-01,B018,0.1206,0.0489,15.09
2023-03-01,B018,0.1197,0.0484,15.37
2023-04-01,B018,0.1157,0.0491,10.33
2023-05-01,B018,0.1182,0.0512,17.13
2023-06-01,B018,0.1205,0.0464,12.73
2023-07-01,B018,0.119,0.0476,10.18
2023-08-01,B018,0.1205,0.0508,11.52
2023-09-01,B018,0.1215,0.0494,17.9
2023-10-01,B018,0.1176,0.0517,17.17
2023-11-01,B018,0.1224,0.0507,13.12
2023-12-01,B018,0.1207,0.0489,11.33
2024-01-01,B018,0.1179,0.0471,9.45
2024-02-01,B018,0.1198,0.0487,16.27
2024-03-01,B018,0.1232,0.0504,16.86
2024-04-01,B018,0.12,0.0507,11.56
2024-05-01,B018,0.1225,0.0484,17.99
2024-06-01,B018,0.1249,0.0491,11.35
2024-07-01,B018,0.1222,0.0484,13.57
2024-08-01,B018,0.1249,0.0522,9.12
2024-09-01,B018,0.121,0.0485,15.88
2024-10-01,B018,0.1222,0.0488,16.85
2024-11-01,B018,0.124,0.0485,10.71
2024-12-01,B018,0.1256,0.0491,17.79
2020-01-01,B019,0.1286,0.0472,13.45
2020-02-01,B019,0.1278,0.0467,9.18
2020-03-01,B019,0.1327,0.0457,9.75
2020-04-01,B019,0.1336,0.0471,15.37
2020-05-01,B019,0.1348,0.0471,10.29
2020-06-01,B019,0.1292,0.0465,11.08
2020-07-01,B019,0.1328,0.0441,14.66
2020-08-01,B019,0.1334,0.0451,14.73
2020-09-01,B019,0.1334,0.0462,9.74
2020-10-01,B019,0.1319,0.046,10.08
2020-11-01,B019,0.1307,0.0441,12.08
2020-12-01,B019,0.1361,0.0439,12.43
2021-01-01,B019,0.1339,0.0465,10.79
2021-02-01,B019,0.1314,0.0456,13.79
2021-03-01,B019,0.1348,0.0451,10.67
2021-04-01,B019,0.1346,0.0451,11.45
2021-05-01,B019,0.1315,0.0466,10.73
2021-06-01,B019,0.1386,0.0475,14.75
2021-07-01,B019,0.135,0.0485,16.6
2021-08-01,B019,0.1386,0.0447,10.91
2021-09-01,B019,0.1319,0.046,14.24
2021-10-01,B019,0.1356,0.0472,13.9
2021-11-01,B019,0.1387,0.0485,16.8
2021-12-01,B019,0.1329,0.0478,10.06
2022-01-01,B019,0.1404,0.0489,11.48
2022-02-01,B019,0.1408,0.0452,14.64
2022-03-01,B019,0.1331,0.0496,12.76
2022-04-01,B019,0.1336,0.0496,14.58
2022-05-01,B019,0.1411,0.0464,12.75
2022-06-01,B019,0.136,0.0465,12.55
2022-07-01,B019,0.1401,0.0483,15.15
2022-08-01,B019,0.1344,0.0465,9.82
2022-09-01,B019,0.142,0.0489,13.84
2022-10-01,B019,0.1385,0.0468,10.84
2022-11-01,B019,0.1394,0.0461,17.0
2022-12-01,B019,0.1374,0.0496,17.06
2023-01-01,B019,0.1362,0.0496,17.31
2023-02-01,B019,0.1377,0.0477,14.97
2023-03-01,B019,0.1391,0.0473,12.22
2023-04-01,B019,0.139,0.0498,9.1
2023-05-01,B019,0.1422,0.0464,14.29
2023-06-01,B019,0.1392,0.0511,13.98
2023-07-01,B019,0.1422,0.0503,15.44
2023-08-01,B019,0.1418,0.0514,17.77
2023-09-01,B019,0.146,0.05,12.95
2023-10-01,B019,0.145,0.0512,15.7
2023-11-01,B019,0.143,0.0515,16.03
2023-12-01,B019,0.1431,0.0513,11.05
2024-01-01,B019,0.1464,0.0481,11.25
2024-02-01,B019,0.1473,0.0487,15.37
2024-03-01,B019,0.1396,0.0508,17.92
2024-04-01,B019,0.1463,0.0519,17.75
2024-05-01,B019,0.1455,0.0504,15.26
2024-06-01,B019,0.143,0.0512,9.97
2024-07-01,B019,0.1405,0.0479,16.83
2024-08-01,B019,0.1437,0.0507,17.92
2024-09-01,B019,0.1417,0.0519,12.79
2024-10-01,B019,0.1457,0.052,11.6
2024-11-01,B019,0.1467,0.0507,11.36
2024-12-01,B019,0.1466,0.0522,11.49
2020-01-01,B020,0.1262,0.0471,15.25
2020-02-01,B020,0.1308,0.0461,11.4
2020-03-01,B020,0.1317,0.0437,12.85
2020-04-01,B020,0.127,0.0448,17.09
2020-05-01,B020,0.129,0.0446,9.21
2020-06-01,B020,0.1348,0.0438,16.86
2020-07-01,B020,0.1316,0.0462,16.95
2020-08-01,B020,0.1283,0.0455,15.95
2020-09-01,B020,0.1346,0.0479,17.18
2020-10-01,B020,0.1298,0.0439,13.67
2020-11-01,B020,0.1297,0.0446,10.39
2020-12-01,B020,0.132,0.0481,14.87
2021-01-01,B020,0.1355,0.0479,17.63
2021-02-01,B020,0.1329,0.048,12.23
2021-03-01,B020,0.1354,0.0484,10.27
2021-04-01,B020,0.1332,0.0452,15.12
2021-05-01,B020,0.1312,0.0473,11.81
2021-06-01,B020,0.1322,0.0489,14.18
2021-07-01,B020,0.1367,0.0464,9.93
2021-08-01,B020,0.1319,0.045,9.37
2021-09-01,B020,0.1361,0.0487,10.28
2021-10-01,B020,0.1365,0.0454,13.87
2021-11-01,B020,0.1393,0.047,15.18
2021-12-01,B020,0.1377,0.0465,14.89
2022-01-01,B020,0.1388,0.0477,17.52
2022-02-01,B020,0.1354,0.0486,14.06
2022-03-01,B020,0.1409,0.0491,10.55
2022-04-01,B020,0.1396,0.046,16.61
2022-05-01,B020,0.1355,0.0492,15.84
2022-06-01,B020,0.1405,0.0493,14.29
2022-07-01,B020,0.142,0.0461,16.68
2022-08-01,B020,0.135,0.0469,16.05
2022-09-01,B020,0.1368,0.0494,14.94
