date,city,temperature_f,humidity_pct,rainfall_in,wind_speed_mph
2024-01-30,New York,27.5,68.4,0.0,9.7
2024-01-31,New York,39.2,48.8,0.0,11.4
2024-02-01,New York,36.3,73.7,0.0,4.4
2024-02-02,New York,33.2,68.3,0.0,7.6
2024-02-03,New York,22.0,61.7,0.0,11.7
2024-02-04,New York,28.6,67.2,0.0,5.3
2024-02-05,New York,36.3,55.9,0.0,10.9
2024-02-06,New York,38.8,57.4,0.0,10.2
2024-02-07,New York,38.4,58.3,0.0,8.8
2024-02-08,New York,26.4,47.2,0.0,7.0
2024-02-09,New York,35.1,68.9,0.0,5.0
2024-02-10,New York,38.5,71.5,0.0,13.3
2024-02-11,New York,26.6,56.4,0.0,9.9
2024-02-12,New York,34.2,64.8,0.0,9.0
2024-02-13,New York,35.7,59.9,0.0,6.8
2024-02-14,New York,33.3,64.6,0.55,8.1
2024-02-15,New York,26.5,57.0,0.0,8.5
2024-02-16,New York,33.6,54.9,0.0,9.2
2024-02-17,New York,33.8,70.4,0.0,10.2
2024-02-18,New York,34.9,61.5,0.0,5.7
2024-02-19,New York,33.2,78.2,0.0,3.6
2024-02-20,New York,34.0,62.4,0.0,8.3
2024-02-21,New York,36.1,54.6,0.0,2.8
2024-02-22,New York,38.5,71.8,0.0,7.0
2024-02-23,New York,35.4,67.0,0.0,6.5
2024-02-24,New York,35.2,67.8,0.0,9.5
2024-02-25,New York,37.7,71.5,0.0,13.9
2024-02-26,New York,28.9,56.8,0.65,2.2
2024-02-27,New York,40.0,61.0,0.0,14.8
2024-02-28,New York,38.1,60.6,0.0,7.3
2024-02-29,New York,38.6,51.7,0.0,9.0
2024-03-01,New York,43.0,59.9,0.0,3.8
2024-03-02,New York,30.2,72.7,0.0,11.0
2024-03-03,New York,30.5,63.9,0.0,8.1
2024-03-04,New York,40.9,51.2,0.0,7.8
2024-03-05,New York,39.9,49.6,0.0,2.2
2024-03-06,New York,41.1,75.3,0.0,8.2
2024-03-07,New York,38.6,61.3,0.0,10.5
2024-03-08,New York,44.0,56.8,0.35,7.3
2024-03-09,New York,45.5,59.8,0.0,11.5
2024-03-10,New York,43.8,50.2,0.0,11.4
2024-03-11,New York,40.9,73.4,0.0,6.1
2024-03-12,New York,,58.9,0.0,12.8
2024-03-13,New York,46.2,72.9,0.0,8.1
2024-03-14,New York,48.6,62.4,0.0,8.1
2024-03-15,New York,46.4,73.4,0.0,8.3
2024-03-16,New York,39.9,64.1,0.0,8.2
2024-03-17,New York,47.3,68.8,1.28,0.1
2024-03-18,New York,48.5,67.8,0.0,7.4
2024-03-19,New York,52.0,67.0,0.0,3.9
2024-03-20,New York,41.5,64.8,0.0,12.9
2024-03-21,New York,44.8,60.1,0.0,12.8
2024-03-22,New York,49.6,77.3,0.0,10.6
2024-03-23,New York,46.9,54.7,0.0,7.3
2024-03-24,New York,42.0,62.0,0.0,5.0
2024-03-25,New York,49.3,62.1,0.0,6.0
2024-03-26,New York,50.5,65.2,0.0,13.8
2024-03-27,New York,48.7,58.6,0.0,5.9
2024-03-28,New York,49.7,64.5,0.0,0.9
2024-03-29,New York,48.0,60.6,0.0,11.1
2024-03-30,New York,56.2,49.3,0.0,12.5
2024-03-31,New York,45.9,62.1,0.0,13.0
2024-04-01,New York,47.8,53.2,0.0,11.1
2024-04-02,New York,50.9,48.1,0.0,11.6
2024-04-03,New York,55.3,63.1,0.0,8.2
2024-04-04,New York,45.0,65.9,0.0,1.8
2024-04-05,New York,46.3,66.2,0.0,8.1
2024-04-06,New York,43.5,66.5,0.0,9.9
2024-04-07,New York,53.2,46.5,0.0,7.6
2024-04-08,New York,48.5,51.1,0.14,7.5
2024-04-09,New York,52.2,77.8,0.0,5.1
2024-04-10,New York,57.4,53.6,0.0,5.0
2024-04-11,New York,52.0,66.9,0.0,13.5
2024-04-12,New York,56.4,56.5,0.0,13.6
2024-04-13,New York,54.4,62.6,0.0,8.0
2024-04-14,New York,59.2,56.9,0.0,8.8
2024-04-15,New York,58.8,66.5,0.0,5.1
2024-04-16,New York,54.0,63.1,0.83,9.9
2024-04-17,New York,56.8,58.4,0.0,13.3
2024-04-18,New York,62.7,53.6,0.0,3.4
2024-04-19,New York,60.3,64.1,0.0,9.4
2024-04-20,New York,52.7,52.3,0.0,9.6
2024-04-21,New York,62.4,65.4,0.75,9.6
2024-04-22,New York,55.0,83.0,0.0,12.9
2024-04-23,New York,66.7,72.8,0.0,14.1
2024-04-24,New York,65.4,67.7,0.0,7.3
2024-04-25,New York,62.5,61.3,0.73,10.0
2024-04-26,New York,62.4,46.5,0.0,8.3
2024-04-27,New York,61.2,51.4,0.0,6.1
2024-04-28,New York,65.6,72.3,0.0,8.8
2024-04-29,New York,61.4,55.7,0.0,10.0
2024-04-30,New York,64.5,56.4,0.0,8.7
2024-05-01,New York,67.9,60.7,0.0,5.4
2024-05-02,New York,61.8,53.5,0.0,6.6
2024-05-03,New York,62.0,52.2,0.0,6.6
2024-05-04,New York,59.9,61.6,0.13,5.5
2024-05-05,New York,60.9,54.9,0.0,8.9
2024-05-06,New York,57.9,56.1,0.0,9.3
2024-05-07,New York,69.9,55.8,0.0,10.9
2024-05-08,New York,75.1,66.2,0.0,5.4
2024-05-09,New York,73.9,60.1,0.47,6.3
2024-05-10,New York,60.5,60.6,0.0,12.7
2024-05-11,New York,71.6,66.8,0.0,7.5
2024-05-12,New York,75.1,60.9,0.0,8.1
2024-05-13,New York,67.1,59.8,1.09,7.5
2024-05-14,New York,70.0,65.8,0.0,11.4
2024-05-15,New York,60.9,67.3,0.0,11.5
2024-05-16,New York,71.6,60.8,0.0,11.3
2024-05-17,New York,66.0,62.6,0.0,8.1
2024-05-18,New York,72.1,55.7,0.43,5.4
2024-05-19,New York,64.6,55.1,0.0,13.8
2024-05-20,New York,74.4,68.2,0.0,10.6
2024-05-21,New York,77.0,65.6,0.0,6.6
2024-05-22,New York,69.2,65.6,0.0,12.3
2024-05-23,New York,68.0,64.2,0.65,6.4
2024-05-24,New York,63.8,62.4,0.0,12.2
2024-05-25,New York,72.7,67.6,0.0,12.4
2024-05-26,New York,71.6,69.5,0.0,5.2
2024-05-27,New York,67.6,69.3,0.0,9.7
2024-05-28,New York,77.0,61.2,0.0,10.3
2024-05-29,New York,73.3,73.1,0.0,15.8
2024-05-30,New York,70.8,63.8,0.0,5.8
2024-05-31,New York,73.5,67.1,0.0,12.3
2024-06-01,New York,81.2,64.3,0.29,8.1
2024-06-02,New York,79.4,64.0,0.0,4.3
2024-06-03,New York,76.4,56.1,0.0,7.6
2024-06-04,New York,80.1,67.6,0.0,8.0
2024-06-05,New York,72.4,84.8,0.0,4.8
2024-06-06,New York,78.1,59.0,0.0,8.9
2024-06-07,New York,78.9,62.6,0.0,10.9
2024-06-08,New York,76.5,58.4,0.0,8.7
2024-06-09,New York,80.8,58.1,0.0,6.4
2024-06-10,New York,75.7,74.4,0.0,7.6
2024-06-11,New York,81.7,56.6,0.0,8.0
2024-06-12,New York,82.2,58.2,0.0,8.7
2024-06-13,New York,66.9,49.3,0.0,11.3
2024-06-14,New York,85.6,55.9,0.0,8.8
2024-06-15,New York,66.8,48.3,0.36,3.8
2024-06-16,New York,78.0,67.1,0.0,6.3
2024-06-17,New York,85.6,84.4,0.0,8.5
2024-06-18,New York,79.8,59.1,0.0,11.4
2024-06-19,New York,,48.7,0.0,11.9
2024-06-20,New York,76.8,69.2,0.0,13.3
2024-06-21,New York,86.5,56.2,0.0,8.4
2024-06-22,New York,73.5,72.4,0.0,10.3
2024-06-23,New York,87.4,59.7,0.0,3.6
2024-06-24,New York,82.3,56.9,0.0,9.3
2024-06-25,New York,77.4,60.6,0.0,4.8
2024-06-26,New York,80.3,68.1,0.0,7.8
2024-06-27,New York,78.5,60.2,0.0,17.1
2024-06-28,New York,87.1,58.0,0.0,8.9
2024-06-29,New York,86.7,60.4,0.0,5.4
2024-06-30,New York,75.8,51.8,0.0,9.2
2024-07-01,New York,81.9,65.2,0.0,6.4
2024-07-02,New York,79.9,47.7,0.0,5.1
2024-07-03,New York,89.8,58.4,0.0,14.3
2024-07-04,New York,78.0,68.1,0.0,11.2
2024-07-05,New York,91.4,64.4,0.0,9.0
2024-07-06,New York,84.2,66.7,0.0,6.8
2024-07-07,New York,79.2,61.5,0.0,7.1
2024-07-08,New York,81.5,71.4,0.0,12.6
2024-07-09,New York,81.0,69.4,0.28,8.9
2024-07-10,New York,78.9,65.6,0.94,0.0
2024-07-11,New York,85.2,69.4,0.0,15.3
2024-07-12,New York,79.3,68.0,0.0,8.5
2024-07-13,New York,75.0,58.5,0.0,9.0
2024-07-14,New York,83.2,51.2,0.0,11.3
2024-07-15,New York,76.8,65.4,0.19,9.4
2024-07-16,New York,81.6,66.4,0.0,10.2
2024-07-17,New York,80.9,70.7,0.0,6.7
2024-07-18,New York,81.1,54.5,0.0,4.3
2024-07-19,New York,94.0,54.7,0.0,8.8
2024-07-20,New York,85.3,65.7,0.0,12.3
2024-07-21,New York,86.1,61.4,0.0,6.1
2024-07-22,New York,77.0,46.9,0.0,5.8
2024-07-23,New York,82.0,65.0,1.04,11.7
2024-07-24,New York,85.9,47.2,0.0,6.6
2024-07-25,New York,80.3,54.4,0.4,6.8
2024-07-26,New York,88.9,72.8,0.35,6.9
2024-07-27,New York,79.4,76.6,0.0,7.8
2024-07-28,New York,83.4,52.3,0.0,3.3
2024-07-29,New York,82.0,59.4,0.0,6.4
2024-07-30,New York,85.3,62.3,0.0,8.7
2024-07-31,New York,81.6,76.2,0.0,8.7
2024-08-01,New York,83.2,58.1,0.74,11.5
2024-08-02,New York,83.2,58.2,0.0,13.5
2024-08-03,New York,80.9,74.4,0.0,12.5
2024-08-04,New York,86.2,59.0,0.0,10.7
2024-08-05,New York,85.0,67.8,0.0,7.6
2024-08-06,New York,83.4,50.2,0.0,6.1
2024-08-07,New York,81.7,60.6,0.06,8.1
2024-08-08,New York,87.1,48.7,0.0,9.8
2024-08-09,New York,82.3,53.6,0.0,10.5
2024-08-10,New York,81.8,68.7,0.0,9.9
2024-08-11,New York,83.5,61.6,0.97,7.6
2024-08-12,New York,90.5,59.4,0.25,10.4
2024-08-13,New York,76.6,56.0,0.0,11.8
2024-08-14,New York,85.9,60.2,0.43,10.6
2024-08-15,New York,73.7,64.4,0.46,7.9
2024-08-16,New York,83.0,69.9,0.0,5.5
2024-08-17,New York,88.9,41.0,0.0,5.4
2024-08-18,New York,83.8,55.3,0.0,6.0
2024-08-19,New York,82.2,63.3,0.0,8.8
2024-08-20,New York,78.6,61.2,0.0,9.6
2024-08-21,New York,81.1,65.2,0.0,3.8
2024-08-22,New York,79.5,64.1,0.0,6.5
2024-08-23,New York,76.9,59.6,0.0,8.7
2024-08-24,New York,78.9,57.8,0.0,5.3
2024-08-25,New York,80.8,60.0,0.0,9.3
2024-08-26,New York,76.2,71.2,0.0,7.1
2024-08-27,New York,75.7,56.1,0.0,5.8
2024-08-28,New York,72.9,61.5,0.0,8.2
2024-08-29,New York,80.5,63.5,0.0,9.2
2024-08-30,New York,80.9,74.5,0.0,5.5
2024-08-31,New York,79.2,59.6,0.0,7.3
2024-09-01,New York,82.2,69.7,0.0,9.4
2024-09-02,New York,77.9,71.9,0.0,5.7
2024-09-03,New York,79.0,61.5,0.0,3.0
2024-09-04,New York,78.3,60.3,0.0,3.4
2024-09-05,New York,76.2,59.4,0.0,6.7
2024-09-06,New York,73.8,60.0,0.0,4.0
2024-09-07,New York,85.9,68.8,0.23,7.0
2024-09-08,New York,73.5,63.8,0.0,13.0
2024-09-09,New York,72.2,63.9,0.0,3.9
2024-09-10,New York,76.8,53.0,0.0,7.2
2024-09-11,New York,75.6,54.3,0.0,14.4
2024-09-12,New York,67.8,79.1,0.39,9.2
2024-09-13,New York,78.8,60.6,0.0,6.9
2024-09-14,New York,72.9,55.8,0.0,7.5
2024-09-15,New York,68.0,73.4,0.0,9.3
2024-09-16,New York,78.0,64.3,1.57,13.1
2024-09-17,New York,75.0,66.6,0.0,6.4
2024-09-18,New York,66.1,60.9,0.0,5.7
2024-09-19,New York,79.4,59.5,0.0,3.9
2024-09-20,New York,74.0,60.6,0.0,8.3
2024-09-21,New York,70.6,50.9,1.12,3.8
2024-09-22,New York,77.4,61.3,1.83,6.6
2024-09-23,New York,70.5,64.4,0.0,5.3
2024-09-24,New York,69.3,76.8,0.0,11.2
2024-09-25,New York,66.0,62.7,0.0,6.5
2024-09-26,New York,71.2,43.3,0.0,9.2
2024-09-27,New York,70.3,61.2,0.0,3.2
2024-09-28,New York,67.8,83.9,0.0,8.4
2024-09-29,New York,63.7,68.9,0.0,4.4
2024-09-30,New York,67.4,55.5,0.0,6.7
2024-10-01,New York,66.1,66.7,0.0,14.6
2024-10-02,New York,60.0,56.1,0.0,10.8
2024-10-03,New York,58.9,51.2,0.0,7.6
2024-10-04,New York,67.6,59.2,0.0,17.6
2024-10-05,New York,52.9,62.7,0.0,5.3
2024-10-06,New York,65.1,47.0,0.0,11.5
2024-10-07,New York,61.6,52.8,0.44,3.4
2024-10-08,New York,69.2,62.1,0.0,7.3
2024-10-09,New York,60.6,58.7,0.0,4.0
2024-10-10,New York,65.4,65.2,0.0,8.8
2024-10-11,New York,60.2,52.3,0.15,8.2
2024-10-12,New York,62.0,67.7,0.0,7.1
2024-10-13,New York,64.4,52.5,0.0,11.3
2024-10-14,New York,58.5,75.1,0.0,6.3
2024-10-15,New York,64.6,48.3,0.0,9.0
2024-10-16,New York,55.2,53.3,0.0,10.5
2024-10-17,New York,60.6,65.3,0.0,3.6
2024-10-18,New York,62.9,75.3,0.0,5.8
2024-10-19,New York,61.3,64.5,0.0,8.2
2024-10-20,New York,66.5,66.5,0.0,9.9
2024-10-21,New York,54.0,62.1,0.0,12.3
2024-10-22,New York,50.8,53.8,0.0,7.4
2024-10-23,New York,52.0,58.1,0.0,7.1
2024-10-24,New York,59.0,52.3,0.0,5.4
2024-10-25,New York,57.8,51.8,0.0,9.0
2024-10-26,New York,55.6,65.2,0.0,7.1
2024-10-27,New York,49.6,53.0,0.0,7.2
2024-10-28,New York,57.7,64.6,0.0,7.7
2024-10-29,New York,48.3,51.6,0.0,9.7
2024-10-30,New York,58.6,64.4,0.0,6.3
2024-10-31,New York,65.8,58.1,0.0,5.7
2024-11-01,New York,54.1,73.3,0.0,9.3
2024-11-02,New York,54.6,64.6,0.0,0.0
2024-11-03,New York,49.4,71.9,0.0,6.2
2024-11-04,New York,43.0,56.0,0.0,4.5
2024-11-05,New York,48.0,62.4,0.0,11.6
2024-11-06,New York,45.3,54.2,0.0,6.7
2024-11-07,New York,43.3,58.7,0.0,6.3
2024-11-08,New York,57.2,59.9,0.0,7.9
2024-11-09,New York,50.2,56.2,0.31,6.2
2024-11-10,New York,50.3,52.3,0.0,6.8
2024-11-11,New York,46.7,50.7,0.0,8.3
2024-11-12,New York,46.9,43.3,1.47,6.7
2024-11-13,New York,51.6,53.5,0.0,6.7
2024-11-14,New York,46.7,67.0,0.0,5.0
2024-11-15,New York,48.9,49.2,0.0,4.5
2024-11-16,New York,45.2,51.1,0.0,8.2
2024-11-17,New York,44.1,76.3,0.0,8.9
2024-11-18,New York,38.9,56.9,0.0,3.7
2024-11-19,New York,36.0,64.6,0.0,10.3
2024-11-20,New York,43.3,67.1,0.0,10.3
2024-11-21,New York,44.4,67.3,0.0,10.9
2024-11-22,New York,37.9,49.8,0.0,8.9
2024-11-23,New York,43.2,60.2,0.0,9.9
2024-11-24,New York,43.2,49.1,0.0,14.6
2024-11-25,New York,32.9,81.6,0.0,7.1
2024-11-26,New York,38.1,49.2,0.0,4.9
2024-11-27,New York,43.7,53.6,0.0,3.4
2024-11-28,New York,43.3,53.7,0.0,13.3
2024-11-29,New York,36.0,50.0,0.0,13.3
2024-11-30,New York,41.6,72.8,0.0,5.2
2024-12-01,New York,45.1,81.4,0.0,5.8
2024-12-02,New York,43.7,58.2,0.0,7.0
2024-12-03,New York,39.4,51.4,0.0,11.7
2024-12-04,New York,37.4,44.1,0.0,4.1
2024-12-05,New York,36.4,60.0,0.0,2.1
2024-12-06,New York,41.0,59.5,0.57,14.5
2024-12-07,New York,39.5,56.8,0.0,8.9
2024-12-08,New York,41.1,63.8,0.0,9.4
2024-12-09,New York,38.6,65.2,0.0,7.4
2024-12-10,New York,41.4,64.6,0.0,9.4
2024-12-11,New York,37.9,59.5,0.0,3.5
2024-12-12,New York,40.7,53.2,0.0,5.5
2024-12-13,New York,40.8,67.3,0.0,8.3
2024-12-14,New York,33.0,62.1,0.0,1.2
2024-12-15,New York,28.3,69.1,0.0,7.1
2024-12-16,New York,43.1,68.3,0.0,6.9
2024-12-17,New York,37.1,50.6,0.0,7.1
2024-12-18,New York,27.9,50.5,0.0,6.3
2024-12-19,New York,32.2,56.0,0.49,5.0
2024-12-20,New York,38.7,53.5,0.0,2.5
2024-12-21,New York,33.7,68.0,0.0,8.4
2024-12-22,New York,32.5,64.8,0.0,7.1
2024-12-23,New York,40.9,70.8,0.11,3.9
2024-12-24,New York,29.7,65.2,0.0,8.2
2024-12-25,New York,30.6,63.7,0.68,7.1
2024-12-26,New York,35.0,71.6,0.0,6.6
2024-12-27,New York,35.6,65.8,0.0,1.5
2024-12-28,New York,35.9,62.5,0.0,10.0
2024-12-29,New York,37.6,73.8,0.0,4.3
2024-12-30,New York,34.3,62.9,0.0,8.2
2024-12-31,New York,35.5,59.6,0.0,5.6
2020-01-01,Chicago,21.7,55.7,0.0,8.4
2020-01-02,Chicago,28.5,69.2,0.0,9.3
2020-01-03,Chicago,25.5,59.3,0.0,9.1
2020-01-04,Chicago,28.1,76.2,0.0,9.3
2020-01-05,Chicago,24.3,55.8,0.0,10.8
2020-01-06,Chicago,24.5,60.1,0.0,6.7
2020-01-07,Chicago,14.6,73.2,0.0,8.3
2020-01-08,Chicago,21.1,45.9,0.0,7.1
2020-01-09,Chicago,21.4,44.9,0.0,11.9
2020-01-10,Chicago,27.9,51.6,0.0,14.3
2020-01-11,Chicago,20.0,64.5,0.0,4.4
2020-01-12,Chicago,23.4,45.1,0.0,1.9
2020-01-13,Chicago,23.2,62.8,0.0,9.7
2020-01-14,Chicago,27.3,62.2,0.0,11.2
2020-01-15,Chicago,21.5,74.1,0.0,13.9
2020-01-16,Chicago,25.8,66.4,1.33,10.2
2020-01-17,Chicago,14.3,60.9,0.0,12.2
2020-01-18,Chicago,14.7,68.9,0.0,13.0
2020-01-19,Chicago,11.7,62.3,0.0,12.4
2020-01-20,Chicago,25.5,54.3,0.0,10.6
2020-01-21,Chicago,25.1,48.8,0.0,4.2
2020-01-22,Chicago,26.1,53.4,0.0,8.0
2020-01-23,Chicago,19.0,57.7,1.53,8.9
2020-01-24,Chicago,19.6,59.4,0.0,7.7
2020-01-25,Chicago,21.6,40.9,0.0,7.9
2020-01-26,Chicago,28.7,56.2,0.0,12.7
2020-01-27,Chicago,29.9,58.2,0.0,5.7
2020-01-28,Chicago,26.0,62.4,0.0,10.4
2020-01-29,Chicago,24.0,71.0,0.0,8.9
2020-01-30,Chicago,28.6,59.5,0.0,5.4
2020-01-31,Chicago,21.5,50.7,0.0,4.8
2020-02-01,Chicago,21.1,43.5,0.0,2.9
2020-02-02,Chicago,22.4,63.5,0.0,9.5
2020-02-03,Chicago,18.7,51.0,0.0,7.8
2020-02-04,Chicago,22.4,64.9,0.0,5.5
2020-02-05,Chicago,18.3,69.2,0.0,2.4
2020-02-06,Chicago,28.1,45.6,0.0,9.3
2020-02-07,Chicago,26.1,62.4,0.0,7.5
2020-02-08,Chicago,30.3,68.3,0.0,5.9
2020-02-09,Chicago,16.7,66.2,0.0,5.1
2020-02-10,Chicago,32.8,41.2,0.0,7.3
2020-02-11,Chicago,17.4,51.2,0.4,9.4
2020-02-12,Chicago,19.3,47.8,0.0,7.0
2020-02-13,Chicago,22.1,62.2,0.8,4.4
2020-02-14,Chicago,31.0,61.3,0.0,7.8
2020-02-15,Chicago,26.4,36.4,0.0,11.1
2020-02-16,Chicago,24.5,55.6,0.0,8.1
2020-02-17,Chicago,,64.4,0.61,8.2
2020-02-18,Chicago,19.9,59.2,0.0,7.0
2020-02-19,Chicago,31.5,59.2,0.0,5.3
2020-02-20,Chicago,30.3,55.1,0.0,5.2
2020-02-21,Chicago,33.0,49.5,0.0,3.0
2020-02-22,Chicago,29.0,57.9,0.0,11.5
2020-02-23,Chicago,15.7,58.4,0.0,9.4
2020-02-24,Chicago,22.3,62.9,0.0,8.2
2020-02-25,Chicago,30.3,63.6,0.0,8.9
2020-02-26,Chicago,26.8,58.7,0.38,9.0
2020-02-27,Chicago,26.3,66.8,0.0,5.8
2020-02-28,Chicago,24.2,55.0,0.0,7.0
2020-02-29,Chicago,33.8,46.4,0.84,6.6
2020-03-01,Chicago,31.9,61.8,0.0,15.5
2020-03-02,Chicago,32.5,59.0,0.0,11.1
2020-03-03,Chicago,27.7,62.0,0.0,8.5
2020-03-04,Chicago,31.7,47.9,0.0,12.1
2020-03-05,Chicago,25.3,72.3,0.0,11.7
2020-03-06,Chicago,31.1,63.7,0.0,3.9
2020-03-07,Chicago,20.7,55.7,0.0,7.3
2020-03-08,Chicago,25.4,50.5,0.0,8.0
2020-03-09,Chicago,31.5,66.6,0.0,9.8
2020-03-10,Chicago,44.0,49.2,0.0,7.3
2020-03-11,Chicago,25.6,76.1,0.0,7.7
2020-03-12,Chicago,28.6,53.1,0.0,6.6
2020-03-13,Chicago,35.5,71.8,0.0,11.1
2020-03-14,Chicago,43.0,56.5,0.0,3.7
2020-03-15,Chicago,36.4,70.6,0.0,6.7
2020-03-16,Chicago,39.0,52.1,0.0,2.5
2020-03-17,Chicago,34.8,58.2,0.0,4.9
2020-03-18,Chicago,34.5,64.4,0.0,9.0
2020-03-19,Chicago,37.6,63.3,0.69,9.0
2020-03-20,Chicago,34.7,66.8,0.0,7.1
2020-03-21,Chicago,41.4,54.1,1.26,11.4
2020-03-22,Chicago,31.4,58.7,0.0,12.1
2020-03-23,Chicago,43.1,68.0,0.0,7.8
2020-03-24,Chicago,39.8,52.4,0.0,8.8
2020-03-25,Chicago,39.1,62.6,0.0,6.6
2020-03-26,Chicago,33.2,56.2,0.0,9.9
2020-03-27,Chicago,36.6,59.6,0.0,4.4
2020-03-28,Chicago,46.9,58.7,0.0,13.4
2020-03-29,Chicago,41.1,51.7,0.0,11.4
2020-03-30,Chicago,43.8,55.9,0.0,4.4
2020-03-31,Chicago,39.1,59.2,0.0,5.6
2020-04-01,Chicago,43.4,57.2,0.0,9.3
2020-04-02,Chicago,37.9,70.6,0.0,7.0
2020-04-03,Chicago,45.0,66.1,0.0,9.6
2020-04-04,Chicago,46.8,60.3,0.0,6.9
2020-04-05,Chicago,47.0,51.9,0.66,12.6
2020-04-06,Chicago,42.1,51.4,0.0,8.0
2020-04-07,Chicago,45.1,73.8,0.0,15.3
2020-04-08,Chicago,49.6,49.9,0.0,9.8
2020-04-09,Chicago,46.7,58.9,0.0,4.0
2020-04-10,Chicago,46.9,60.9,0.0,14.3
2020-04-11,Chicago,57.3,55.5,1.08,11.3
2020-04-12,Chicago,45.0,50.0,0.0,9.1
2020-04-13,Chicago,54.7,51.7,0.0,9.9
2020-04-14,Chicago,45.1,53.6,0.0,4.4
2020-04-15,Chicago,53.8,52.3,0.0,2.6
2020-04-16,Chicago,54.6,68.6,0.0,7.9
2020-04-17,Chicago,49.6,57.9,0.0,12.1
2020-04-18,Chicago,47.0,53.8,0.0,9.2
2020-04-19,Chicago,44.1,58.9,0.0,13.1
2020-04-20,Chicago,50.8,63.3,0.0,12.0
2020-04-21,Chicago,56.4,55.2,0.0,8.1
2020-04-22,Chicago,49.7,65.2,0.0,11.6
2020-04-23,Chicago,55.6,47.8,0.0,12.6
2020-04-24,Chicago,49.0,67.4,0.0,7.8
2020-04-25,Chicago,55.1,57.9,0.0,7.4
2020-04-26,Chicago,51.6,57.6,0.0,8.4
2020-04-27,Chicago,56.9,52.5,0.0,0.8
2020-04-28,Chicago,55.5,48.2,0.0,8.8
2020-04-29,Chicago,52.9,44.7,0.0,10.2
2020-04-30,Chicago,55.9,51.9,0.0,8.4
2020-05-01,Chicago,55.2,62.7,0.0,9.0
2020-05-02,Chicago,54.0,50.3,0.0,7.9
2020-05-03,Chicago,65.3,45.6,0.0,2.0
2020-05-04,Chicago,59.3,50.7,0.0,13.0
2020-05-05,Chicago,51.5,54.9,0.0,6.9
2020-05-06,Chicago,59.1,55.2,0.0,6.1
2020-05-07,Chicago,66.6,57.0,0.0,12.1
2020-05-08,Chicago,59.5,66.3,0.0,10.9
2020-05-09,Chicago,70.2,68.0,0.0,8.8
2020-05-10,Chicago,60.1,74.0,0.0,10.3
2020-05-11,Chicago,66.7,45.0,0.0,4.5
2020-05-12,Chicago,69.6,51.2,0.0,7.8
2020-05-13,Chicago,67.5,63.6,0.0,11.9
2020-05-14,Chicago,59.7,54.4,0.0,6.0
2020-05-15,Chicago,62.2,64.9,0.0,5.0
2020-05-16,Chicago,72.2,59.7,0.0,8.2
2020-05-17,Chicago,63.7,70.6,0.0,8.3
2020-05-18,Chicago,72.2,66.3,0.0,9.9
2020-05-19,Chicago,66.4,66.5,0.0,3.9
2020-05-20,Chicago,69.4,54.7,0.0,0.4
2020-05-21,Chicago,63.0,57.2,0.0,10.8
2020-05-22,Chicago,66.9,55.6,0.0,4.8
2020-05-23,Chicago,66.2,46.0,0.25,6.2
2020-05-24,Chicago,71.6,69.8,0.0,1.5
2020-05-25,Chicago,71.4,64.0,0.0,11.1
2020-05-26,Chicago,73.5,55.2,0.0,9.1
2020-05-27,Chicago,69.6,68.4,0.97,8.9
2020-05-28,Chicago,68.1,53.0,0.0,8.9
2020-05-29,Chicago,73.5,43.3,0.0,1.8
2020-05-30,Chicago,68.5,66.1,0.0,5.0
2020-05-31,Chicago,78.4,47.8,0.0,6.6
2020-06-01,Chicago,73.4,56.4,0.54,5.8
2020-06-02,Chicago,,59.6,0.0,7.2
2020-06-03,Chicago,76.8,61.1,0.0,8.7
2020-06-04,Chicago,74.7,64.8,0.0,11.0
2020-06-05,Chicago,68.0,62.6,0.0,3.6
2020-06-06,Chicago,71.0,62.4,0.0,8.0
2020-06-07,Chicago,80.9,51.7,0.0,10.1
2020-06-08,Chicago,76.9,60.4,0.0,5.2
2020-06-09,Chicago,69.3,46.0,0.0,7.4
2020-06-10,Chicago,78.8,70.5,0.0,9.4
2020-06-11,Chicago,75.0,46.8,0.0,8.0
2020-06-12,Chicago,73.9,55.2,0.0,10.0
2020-06-13,Chicago,73.0,47.4,0.0,8.3
2020-06-14,Chicago,83.0,52.2,0.0,7.1
2020-06-15,Chicago,69.9,58.1,0.0,4.5
2020-06-16,Chicago,75.3,53.8,0.0,8.7
2020-06-17,Chicago,79.9,67.2,0.0,8.3
2020-06-18,Chicago,86.7,59.8,0.0,5.0
2020-06-19,Chicago,82.4,54.3,0.0,9.7
2020-06-20,Chicago,76.3,56.9,0.0,11.8
2020-06-21,Chicago,87.3,67.8,0.0,6.0
2020-06-22,Chicago,74.5,65.3,0.0,5.8
2020-06-23,Chicago,82.1,48.9,0.0,5.7
2020-06-24,Chicago,83.3,52.6,0.0,3.0
2020-06-25,Chicago,77.4,61.8,0.0,14.0
2020-06-26,Chicago,84.7,60.8,0.0,6.7
2020-06-27,Chicago,79.4,49.6,0.0,5.4
2020-06-28,Chicago,85.1,64.0,0.0,4.6
2020-06-29,Chicago,73.8,50.9,0.0,6.8
2020-06-30,Chicago,83.8,68.4,0.0,5.9
2020-07-01,Chicago,80.6,62.2,0.0,12.3
2020-07-02,Chicago,87.8,48.9,0.0,4.3
2020-07-03,Chicago,82.6,53.8,0.0,3.4
2020-07-04,Chicago,88.6,53.6,0.0,9.7
